E1_P01_X,E1_P01_Y,E1_P02_X,E1_P02_Y,E1_P03_X,E1_P03_Y,E1_P04_X,E1_P04_Y,MEAN_X,MEAN_Y
3.30242250379297E-05,1.071683074384,3.58399786916669E-05,1.05317228194423,3.89311085521122E-05,1.01544361057079,3.51623849911345E-05,0.938875712259831,0.000245040023401373,3.89548621794654
3.31889797259683E-05,1.07702959834917,3.60357102565976E-05,1.05892393321221,3.91633836420735E-05,1.02150206266137,3.54238385334292E-05,0.945856819508575,0.000248739132919011,3.90529439821002
3.33659489857064E-05,1.08277250253934,3.62409225692046E-05,1.0649541800885,3.938695230296E-05,1.02733342417827,3.56554397892134E-05,0.952040836720134,0.000252462743290046,3.91580465689414
3.35687676878782E-05,1.08935425790336,3.64293142004505E-05,1.07049014443394,3.96086553004733E-05,1.03311612342938,3.5916237237299E-05,0.959004425506522,0.0002560963172099,3.92373489730614
3.37573833997017E-05,1.09547510602901,3.66492063804273E-05,1.07695176515532,3.97927340866274E-05,1.03791746698711,3.60966631447796E-05,0.963822002654338,0.000259747039697752,3.9321565344602
3.39900283816046E-05,1.10302476659362,3.68489137427707E-05,1.08282024683969,3.99808551434234E-05,1.04282424545404,0.0000362872585125,0.968911115968667,0.000263475807778655,3.94281458868187
3.41993804593365E-05,1.10981853928729,3.71000006409084E-05,1.0901985369819,4.02955303657003E-05,1.05103194761691,3.6497536706491E-05,0.974525783153666,0.000267336991785951,3.95726705622313
3.44442400129388E-05,1.1177645800769,0.000037326926924,1.09686685767073,4.04908031320935E-05,1.05612526476936,3.66822272263303E-05,0.979457230306794,0.000271246759188306,3.97311169377253
3.46160961961515E-05,1.12334155766126,3.75189885220882E-05,1.10251066547744,4.08107644005944E-05,1.06447084335196,3.69026748805611E-05,0.985343433658307,0.000274976747825241,3.98380472334946
3.48325497690575E-05,1.13036578397412,3.78486738767684E-05,1.11219860308196,4.10321564542122E-05,1.07024543222544,3.71582235749746E-05,0.992166874745849,0.000278787061620598,3.99679949154132
