time,sum_RF1,avg_U1
0.0,0.0,0.0
0.0011406249832361937,623.1745910644531,0.005703125149011612
0.0026171875651925802,1239.0536079406738,0.01308593712747097
0.003566406201571226,1600.9760131835938,0.017832031473517418
0.0049902345053851604,2116.3705444335938,0.02495117112994194
0.0064140623435378075,2607.1140060424805,0.03207031264901161
0.007125976495444775,2892.3258895874023,0.03562988340854645
0.00846081506460905,3644.1597290039062,0.04230407625436783
0.009662169963121414,4276.097183227539,0.04831085354089737
0.011464202776551247,5160.650695800781,0.05732101574540138
0.013266235589981079,5989.330047607422,0.0663311779499054
0.015068267472088337,6771.622406005859,0.07534133642911911
0.016870301216840744,7513.698425292969,0.08435150235891342
0.018672332167625427,8220.226287841797,0.09336166083812714
0.02047436498105526,8894.67514038086,0.10237182676792145
0.022276397794485092,9539.837310791016,0.11138198524713516
0.024078430607914925,10157.875579833984,0.12039215117692947
0.0267814788967371,11035.071075439453,0.13390739262104034
0.029484527185559273,11862.042755126953,0.1474226415157318
0.030160289257764816,12063.514099121094,0.15080145001411438
0.0318496935069561,12557.872314453125,0.1592484712600708
0.033370159566402435,12988.791564941406,0.16685080528259277
0.034795597195625305,13383.532104492188,0.17397798597812653
0.03607848659157753,13730.748962402344,0.18039244413375854
0.038002826273441315,14235.926391601562,0.19001413881778717
0.0399271659553051,14724.556091308594,0.1996358186006546
0.041851501911878586,15199.035339355469,0.20925751328468323
0.04377584159374237,15665.151184082031,0.21887920796871185
0.0466623492538929,16402.710571289062,0.2333117425441742
0.047744788229465485,16673.824768066406,0.23872394859790802
0.04936844855546951,17076.465698242188,0.24684225022792816
0.05089063197374344,17452.312072753906,0.2544531524181366
0.05226059630513191,17789.13018798828,0.26130297780036926
0.05431554093956947,18280.234252929688,0.27157771587371826
0.057397957891225815,19000.62677001953,0.28698980808258057
0.05816856399178505,19181.903076171875,0.29084283113479614
0.06009507551789284,19625.080444335938,0.3004753589630127
0.06182893365621567,20010.90264892578,0.30914467573165894
0.062479130923748016,20153.361083984375,0.3123956620693207
0.06345442682504654,20382.61358642578,0.3172721564769745
0.06491737067699432,20719.885192871094,0.3245868682861328
0.06546597927808762,20844.227783203125,0.3273298740386963
0.06628888100385666,21029.973205566406,0.3314444124698639
0.06752324104309082,21304.9990234375,0.3376162052154541
0.06875760108232498,21573.47674560547,0.3437879979610443
0.06999196112155914,21835.837768554688,0.3499598205089569
0.07184349745512009,22217.936584472656,0.35921749472618103
0.07369504123926163,22588.114196777344,0.36847519874572754
0.07554657757282257,22946.983032226562,0.37773290276527405
0.07739812135696411,23295.080627441406,0.38699057698249817
0.07924965769052505,23633.056091308594,0.3962482810020447
0.081101194024086,23961.47900390625,0.4055059850215912
0.08295273780822754,24280.852111816406,0.4147636890411377
0.08480427414178848,24591.824340820312,0.4240213632583618
0.08665581047534943,24895.35137939453,0.4332790672779083
0.08850735425949097,25192.202697753906,0.44253677129745483
0.09035889059305191,25482.756774902344,0.45179444551467896
0.09221043437719345,25767.011108398438,0.46105214953422546
0.0940619707107544,26044.831176757812,0.470309853553772
0.09591350704431534,26316.0458984375,0.4795675575733185
0.09776505082845688,26580.9375,0.4888252317905426
0.10054235905408859,26971.474853515625,0.5027117729187012
0.1033196672797203,27351.13623046875,0.5165983438491821
0.10609697550535202,27719.61572265625,0.5304848551750183
0.10887428373098373,28079.61279296875,0.5443714261054993
0.11165159195661545,28428.167236328125,0.5582579374313354
0.11234591901302338,28513.974853515625,0.5617296099662781
0.1130402460694313,28598.997802734375,0.5652012228965759
0.1140817403793335,28725.099365234375,0.5704087018966675
0.11564397066831589,28911.241455078125,0.5782198905944824
0.11720620840787888,29093.85009765625,0.5860310196876526
0.11876844614744186,29272.799560546875,0.5938422083854675
0.12111180275678635,29534.862670898438,0.6055589914321899
0.12345515191555023,29790.140625,0.6172757744789124
0.12579850852489471,30038.6865234375,0.6289925575256348
0.1281418651342392,30281.034912109375,0.6407092809677124
0.13048522174358368,30517.937255859375,0.6524260640144348
0.13282856345176697,30754.275390625,0.6641428470611572
0.1334144026041031,30814.376098632812,0.667072057723999
0.1340002417564392,30873.929931640625,0.670001208782196
0.13619713485240936,31094.241821289062,0.680985689163208
0.13751527667045593,31224.315185546875,0.687576413154602
0.1388334184885025,31352.424194335938,0.6941670775413513
0.14081062376499176,31540.90087890625,0.7040531039237976
0.14278782904148102,31724.902099609375,0.7139391303062439
0.14476503431797028,31903.935546875,0.7238251566886902
0.14773084223270416,32161.675659179688,0.7386541962623596
0.14884302020072937,32255.527465820312,0.7442150712013245
0.15051127970218658,32394.626831054688,0.7525564432144165
0.153013676404953,32602.127197265625,0.7650684118270874
0.15551608800888062,32803.57507324219,0.7775804400444031
0.15801848471164703,32999.26416015625,0.790092408657074
0.15926969051361084,33095.07800292969,0.7963483929634094
0.1602080911397934,33166.15295410156,0.8010404109954834
0.16161568462848663,33271.98486328125,0.808078408241272
0.16302327811717987,33376.52502441406,0.8151164054870605
0.1644308865070343,33479.66394042969,0.8221544027328491
0.16583847999572754,33581.078125,0.8291923999786377
0.1679498851299286,33729.239013671875,0.8397493958473206
0.17006129026412964,33872.040771484375,0.8503064513206482
0.1721726804971695,34009.838134765625,0.860863447189331
0.17428408563137054,34144.05773925781,0.8714204430580139
0.1763954907655716,34276.69775390625,0.8819774389266968
0.17745117843151093,34341.15051269531,0.8872559070587158
0.17824296653270721,34388.49963378906,0.8912147879600525
0.17943061888217926,34458.16833496094,0.8971531391143799
0.18054406344890594,34521.86291503906,0.9027202725410461
0.181546151638031,34578.463623046875,0.907730758190155
0.183049276471138,34663.284423828125,0.9152464270591736
0.18530398607254028,34790.93322753906,0.9265199303627014
0.18755869567394257,34918.138427734375,0.9377934336662292
0.18981339037418365,35042.18981933594,0.9490669369697571
0.19206809997558594,35157.663330078125,0.9603404998779297
0.19432279467582703,35264.947998046875,0.9716140031814575
0.19545015692710876,35315.69689941406,0.9772507548332214
0.19629566371440887,35353.382080078125,0.9814783334732056
