step_ld_2,U_ld_2,RF_ld_2,step_ld_4,U_ld_4,RF_ld_4
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
2.0,0.006000000000000001,0.9090000000000006,2.0,0.006000000000000001,0.9090000000000006
2.01,0.009000000000000001,1.3635000000000015,2.01,0.009000000000000001,1.3635000000000013
2.02,0.012,1.8180000000000016,2.02,0.012,1.8180000000000007
2.03,0.015,2.1583990444659653,2.03,0.015,2.158614228656927
2.030625,0.0151875,2.149878247509116,2.030625,0.0151875,2.1501193847340447
2.03125,0.015375,2.141400772613699,2.03125,0.015375,2.141667265364698
2.031875,0.0155625,2.132966294191683,2.031875,0.0155625,2.133257557106667
2.0325625,0.01576875,2.123737649938353,2.0325625,0.01576875,2.124055497333969
2.03331875,0.015995625000000003,2.113645288646305,2.03331875,0.015995625000000003,2.1139915939039176
2.034150625,0.016245187500000004,2.102614625816688,2.034150625,0.016245187500000004,2.102991306125124
2.0350656875,0.016519706250000005,2.090565897609183,2.0350656875,0.016519706250000005,2.090974894088743
2.03607225625,0.016821676875000004,2.0774140613188528,2.03607225625,0.016821676875000004,2.0778573137969607
2.037179481875,0.017153844562500003,2.0630687558886853,2.037179481875,0.017153844562500003,2.0635481715618287
2.0383974300625,0.017519229018750002,2.0474343381486126,2.0383974300625,0.017519229018750002,2.047951753350881
2.03973717306875,0.017921151920625003,2.0304100127412688,2.03973717306875,0.017921151920625003,2.0309671470573174
2.0412108903756248,0.018363267112687504,2.011890076072816,2.0412108903756248,0.018363267112687504,2.0124884780940984
2.0428319794131875,0.018849593823956252,1.9917642969901028,2.0428319794131875,0.018849593823956252,1.992405281132372
2.044615177354506,0.01938455320635188,1.9699184591458672,2.044615177354506,0.01938455320635188,1.9706030331396025
2.0465766950899567,0.01997300852698707,1.9462350920292495,2.0465766950899567,0.01997300852698707,1.9469638749805775
2.0487343645989524,0.020620309379685772,1.9205944192359377,2.0487343645989524,0.020620309379685772,1.9213675505512788
2.051107801058848,0.021332340317654352,1.8928755535168087,2.051107801058848,0.021332340317654352,1.8936925935069249
2.0537185811647327,0.022115574349419787,1.8629579682220547,2.0537185811647327,0.022115574349419787,1.8638177918638208
2.0565904392812056,0.022977131784361768,1.8307232736579873,2.0565904392812056,0.022977131784361768,1.831623959801944
2.0597494832093264,0.023924844962797943,1.796057324268967,2.0597494832093264,0.023924844962797943,1.7969960435365884
2.063224431530259,0.02496732945907774,1.7588526780997091,2.063224431530259,0.02496732945907774,1.7598255838004615
2.067046874683285,0.026114062404985518,1.7190114233245333,2.067046874683285,0.026114062404985518,1.7200135509068808
2.071251562151613,0.027375468645484066,1.6764483774026449,2.071251562151613,0.027375468645484066,1.677473559180481
2.075876718366775,0.028763015510032477,1.6310946523200147,2.075876718366775,0.028763015510032477,1.6321354554053635
2.0809643902034525,0.03028931706103572,1.582901564158298,2.0809643902034525,0.03028931706103572,1.583949260574298
2.086560829223797,0.031968248767139294,1.5318448467350074,2.086560829223797,0.031968248767139294,1.532889425441784
2.092716912146177,0.03381507364385322,1.4779291072563367,2.092716912146177,0.03381507364385322,1.478959338133572
2.099488603360795,0.035846581008238544,1.4211924369423992,2.099488603360795,0.035846581008238544,1.4221959964544404
2.1069374636968745,0.0380812391090624,1.3617110617369403,2.1069374636968745,0.0380812391090624,1.362674728871806
2.1151312100665622,0.04053936301996865,1.2996038880255307,2.1151312100665622,0.04053936301996865,1.300513816972232
2.1241443310732184,0.0432432993219655,1.2350367665210908,2.1241443310732184,0.0432432993219655,1.235878839289459
2.13405876418054,0.04621762925416206,1.1682262651647912,2.13405876418054,0.04621762925416206,1.1689865228799823
2.1440587641805404,0.04921762925416207,1.104977877835198,2.1440587641805404,0.04921762925416207,1.1056510496452143
2.15405876418054,0.052217629254162075,1.0455743266995765,2.15405876418054,0.052217629254162075,1.046158291655442
2.1640587641805404,0.05521762925416207,0.9897333092370046,2.1640587641805404,0.05521762925416207,0.9902278455221107
2.17405876418054,0.05821762925416207,0.9371990622374922,2.17405876418054,0.05821762925416207,0.937605394595148
2.1840587641805405,0.06121762925416208,0.887739154339931,2.1840587641805405,0.06121762925416208,0.8880595956685408
2.19405876418054,0.06421762925416208,0.8411417576468532,2.19405876418054,0.06421762925416208,0.8413794247608339
2.2040587641805405,0.06721762925416208,0.7972133138276956,2.2040587641805405,0.06721762925416208,0.7973719019163262
2.21405876418054,0.07021762925416208,0.7557765272014761,2.21405876418054,0.07021762925416208,0.7558601309469484
2.2240587641805405,0.07321762925416209,0.716668630519776,2.2240587641805405,0.07321762925416209,0.7166816024461833
2.23405876418054,0.07621762925416209,0.6797398794998795,2.23405876418054,0.07621762925416209,0.6796867181267323
2.2440587641805405,0.07921762925416209,0.6448522402850507,2.2440587641805405,0.07921762925416209,0.6447375022048324
2.25405876418054,0.0822176292541621,0.6118782404513536,2.25405876418054,0.0822176292541621,0.6117064716521035
2.2640587641805405,0.0852176292541621,0.5806999593228043,2.2640587641805405,0.0852176292541621,0.5804756420165006
2.2740587641805403,0.08821762925416211,0.5512081374887358,2.2740587641805403,0.08821762925416211,0.5509356494451815
2.28405876418054,0.0912176292541621,0.5233013887577777,2.28405876418054,0.0912176292541621,0.5229849727280486
2.2940587641805403,0.09421762925416209,0.4968855004995984,2.2940587641805403,0.09421762925416209,0.4965292417773287
2.3040587641805406,0.0972176292541621,0.47187281054705293,2.3040587641805406,0.0972176292541621,0.47148062108637057
2.3140587641805404,0.10021762925416212,0.44818165065749016,2.3140587641805404,0.10021762925416212,0.44775725846349046
2.32405876418054,0.10321762925416211,0.4257358480407073,2.32405876418054,0.10321762925416211,0.4252827907873344
2.3340587641805404,0.10621762925416212,0.40446427771314686,2.3340587641805404,0.10621762925416212,0.4039858997364856
2.3440587641805406,0.10921762925416212,0.3843004594821068,2.3440587641805406,0.10921762925416212,0.3837999114534969
2.3540587641805404,0.11221762925416212,0.36518219423789366,2.3540587641805404,0.11221762925416212,0.36466243494857975
2.36405876418054,0.11521762925416212,0.3470512349670054,2.36405876418054,0.11521762925416212,0.34651503475964945
2.3740587641805404,0.11821762925416213,0.3298529885197239,2.3740587641805404,0.11821762925416213,0.3293029339869773
2.3840587641805406,0.12121762925416212,0.3135362446912348,2.3840587641805406,0.12121762925416212,0.3129747443309636
2.3940587641805404,0.12421762925416212,0.29805292962221275,2.3940587641805404,0.12421762925416212,0.297482220196039
2.40405876418054,0.1272176292541621,0.28335788090611047,2.40405876418054,0.1272176292541621,0.28278003429478604
2.4140587641805404,0.1302176292541621,0.2694086421166748,2.4140587641805404,0.1302176292541621,0.26882557250450995
2.4240587641805407,0.1332176292541621,0.25616527474943795,2.4240587641805407,0.1332176292541621,0.2555787460018156
2.4340587641805405,0.13621762925416214,0.24359018581220623,2.4340587641805405,0.13621762925416214,0.24300181893653905
2.44405876418054,0.13921762925416215,0.2316479695079676,2.44405876418054,0.13921762925416215,0.23105925011021455
2.4540587641805405,0.14221762925416215,0.22030526163414693,2.4540587641805405,0.14221762925416215,0.21971754730095236
2.4640587641805407,0.14521762925416215,0.20953060547887384,2.4640587641805407,0.14521762925416215,0.20894513303023124
2.4740587641805405,0.14821762925416215,0.19929432813141543,2.4740587641805405,0.14821762925416215,0.19871222070105207
2.48405876418054,0.15121762925416216,0.18956842624303644,2.48405876418054,0.15121762925416216,0.18899070015379932
2.4940587641805405,0.15421762925416216,0.18032646037876995,2.4940587641805405,0.15421762925416216,0.1797540317886887
2.5040587641805407,0.15721762925416216,0.171543457191989,2.5040587641805407,0.15721762925416216,0.17097714849351422
2.5140587641805405,0.16021762925416216,0.16319581873399183,2.5140587641805405,0.16021762925416216,0.16263636469457668
2.5240587641805403,0.16321762925416217,0.15526123828159918,2.5240587641805403,0.16321762925416217,0.15470929191838814
2.5340587641805405,0.16621762925416217,0.14771862212818537,2.5340587641805405,0.16621762925416217,0.14717476031332755
2.5440587641805408,0.16921762925416217,0.14054801683885823,2.5440587641805408,0.16921762925416217,0.14001274563502655
2.5540587641805406,0.17221762925416215,0.133730541519423,2.5540587641805406,0.17221762925416215,0.13320430124753327
2.5640587641805404,0.17521762925416215,0.12724832469227715,2.5640587641805404,0.17521762925416215,0.12673149473540318
2.5740587641805406,0.17821762925416215,0.12108444541103466,2.5740587641805406,0.17821762925416215,0.12057734876000067
2.584058764180541,0.18121762925416215,0.11522287828016307,2.584058764180541,0.18121762925416215,0.11472578582752718
2.5940587641805406,0.18421762925416216,0.10964844207668176,2.5940587641805406,0.18421762925416216,0.10916157666672692
2.6040587641805404,0.18721762925416216,0.10434675169848696,2.6040587641805404,0.18721762925416216,0.10387029194149013
2.6140587641805406,0.19021762925416216,0.09930417318854541,2.6140587641805406,0.19021762925416216,0.09883825704808677
2.624058764180541,0.19321762925416217,0.0945077816062739,2.624058764180541,0.19321762925416217,0.09405250976865272
2.6340587641805406,0.19621762925416217,0.08994532153735559,2.6340587641805406,0.19621762925416217,0.08950076057235623
2.6440587641805404,0.19921762925416217,0.08560517005108581,2.6440587641805404,0.19921762925416217,0.08517135537340965
2.6540587641805407,0.2022176292541622,0.08147630193049851,2.6540587641805407,0.2022176292541622,0.08105324057114993
2.664058764180541,0.2052176292541622,0.07754825701508104,2.664058764180541,0.2052176292541622,0.07713593021190691
2.6740587641805407,0.2082176292541622,0.07381110950902633,2.6740587641805407,0.2082176292541622,0.07340947512546267
2.6840587641805405,0.2112176292541622,0.07025543911991805,2.6840587641805405,0.2112176292541622,0.06986443390077697
2.6940587641805407,0.2142176292541622,0.06687230390352314,2.6940587641805407,0.2142176292541622,0.0664918455764577
2.704058764180541,0.2172176292541622,0.06365321470018452,2.704058764180541,0.2172176292541622,0.06328320393117957
2.7140587641805407,0.2202176292541622,0.060590111057215776,2.7140587641805407,0.2202176292541622,0.060230433268179194
2.7240587641805405,0.2232176292541622,0.05767533853981724,2.7240587641805405,0.2232176292541622,0.05732586559606952
2.7340587641805407,0.22621762925416225,0.054901627340419645,2.7340587641805407,0.22621762925416225,0.054562219115552896
2.744058764180541,0.22921762925416225,0.05226207210311418,2.744058764180541,0.22921762925416225,0.05193257792839456
2.7540587641805407,0.23221762925416223,0.04975011288598703,2.7540587641805407,0.23221762925416223,0.049430372891172254
2.7640587641805405,0.23521762925416223,0.04735951718981345,2.7640587641805405,0.23521762925416223,0.04704936354193055
2.7740587641805408,0.23821762925416223,0.0450843629867262,2.7740587641805408,0.23821762925416223,0.04478362103306445
2.784058764180541,0.24121762925416224,0.042919022687208624,2.784058764180541,0.24121762925416224,0.04262751200847189
2.7940587641805408,0.24421762925416224,0.04085814798810214,2.7940587641805408,0.24421762925416224,0.040575683367373945
2.8040587641805406,0.24721762925416224,0.03889665554830879,2.8040587641805406,0.24721762925416224,0.03862304786119371
2.814058764180541,0.25021762925416224,0.03702971344253535,2.814058764180541,0.25021762925416224,0.03676477047356955
2.8240587641805406,0.25321762925416225,0.03525272834681248,2.8240587641805406,0.25321762925416225,0.03499625553695074
2.834058764180541,0.25621762925416225,0.033561333412626834,2.834058764180541,0.25621762925416225,0.03331313454236699
2.8440587641805406,0.25921762925416225,0.03195137678938453,2.8440587641805406,0.25921762925416225,0.03171125460183653
2.854058764180541,0.26221762925416225,0.030418910757570312,2.854058764180541,0.26221762925416225,0.03018666752552803
2.8640587641805406,0.26521762925416226,0.028960181437428817,2.8640587641805406,0.26521762925416226,0.028735619478286928
2.874058764180541,0.26821762925416226,0.027571619040254937,2.874058764180541,0.26821762925416226,0.027354541182374688
2.8840587641805406,0.27121762925416226,0.02624982863148672,2.8840587641805406,0.27121762925416226,0.026040038635418854
2.894058764180541,0.27421762925416227,0.024991581376742816,2.894058764180541,0.27421762925416227,0.02478888431450596
2.9040587641805407,0.27721762925416227,0.023793806243750555,2.9040587641805407,0.27721762925416227,0.02359800883917641
2.914058764180541,0.28021762925416227,0.022653582134795566,2.914058764180541,0.28021762925416227,0.022464493067767086
2.9240587641805407,0.2832176292541623,0.021799999941893595,2.9240587641805407,0.2832176292541623,0.021800005076808328
2.934058764180541,0.2862176292541623,0.021800009573060008,2.934058764180541,0.2862176292541623,0.021800016743395517
2.9440587641805407,0.2892176292541623,0.021800010751672032,2.9440587641805407,0.2892176292541623,0.021800018753322572
2.954058764180541,0.2922176292541623,0.02180001123266669,2.954058764180541,0.2922176292541623,0.021800019725741623
2.9640587641805407,0.2952176292541623,0.021800011667544333,2.9640587641805407,0.2952176292541623,0.02180002061103149
2.974058764180541,0.2982176292541623,0.021800012112845366,2.974058764180541,0.2982176292541623,0.02180002151874467
2.9840587641805407,0.3012176292541623,0.021800012574016044,2.9840587641805407,0.3012176292541623,0.021800022462940296
2.994058764180541,0.3042176292541623,0.02180001305205985,2.994058764180541,0.3042176292541623,0.021800023446610108
3.0,0.306,0.021800013429855332,3.0,0.306,0.021800024215781335
