E1_C01_X,E1_C01_Y,E1_C02_X,E1_C02_Y,E1_C03_X,E1_C03_Y,E1_C04_X,E1_C04_Y,E1_C05_X,E1_C05_Y,MEAN_X,MEAN_Y
0.00013344684648929,4.59383687775653,0.000149335375738284,4.51943663662084,0.000145529043109812,4.37711104533607,0.000144279736370466,4.20993600265379,0.00014708028919391,4.30851748429037,0.000534387394623996,16.3776911154784
0.000134733686344259,4.63813565691126,0.000152071288764821,4.60223540754575,0.000147255546422527,4.4290394890227,0.000146378317490369,4.27117046588073,0.00014856825388722,4.3521053908159,0.00054090431407063,16.577419055911
0.000136279447699222,4.69134767130839,0.000153931650563761,4.65853678442939,0.000148861150271842,4.47733161128976,0.000148645942517608,4.33733745843872,0.000150649578734303,4.41307497785774,0.000547421233517264,16.7771469963437
0.000137706105164188,4.74045959749401,0.000155635505735172,4.71010169627362,0.000150642205781458,4.53090083415351,0.000150557204713166,4.39310614592044,0.000152587888569964,4.46985513421104,0.000553938152963898,16.9768749367764
0.000139202671434152,4.79197809719508,0.000157959481506229,4.78043373374572,0.000152536788835975,4.58788465152099,0.000153042607026433,4.46562765824726,0.000154579448675836,4.52819518496965,0.000560455072410532,17.176602877209
0.000140497278934121,4.83654427340707,0.000159399047183981,4.82400027538188,0.000154388614763191,4.64358245277667,0.000155957472239418,4.55068046130703,0.000157307383946904,4.60810634693312,0.000566971991857166,17.3763308176417
0.000141747869779091,4.87959519962786,0.000160919819130734,4.87002441680263,0.000156264030829608,4.699989780163,0.00015792203656792,4.60800445083007,0.000159426744701281,4.67019014426447,0.0005734889113038,17.5760587580744
0.000144154545121533,4.96244372120597,0.000162623674302145,4.92158932864686,0.000157956623317224,4.75089828003682,0.000160565822361934,4.68514743207968,0.000160864501996964,4.71230729320785,0.000580005830750434,17.775786698507
0.000146227211728983,5.03379416932138,0.00016502295043173,4.99420023137378,0.000159895437882741,4.80921245889926,0.000162084171691792,4.72945132165679,0.000163482893855027,4.78900952953754,0.000586522750197069,17.9755146389397
0.000147634450081449,5.08223760286382,0.000167256861068077,5.06180656726659,0.000161946305609459,4.87089688688226,0.000165440683149169,4.82739091305895,0.000166577495272402,4.87966167869186,0.000593039669643703,18.1752425793723
0.000149431365291406,5.14409545544607,0.000168972528060433,5.1137289481704,0.000163613833574175,4.92105151524228,0.000167010811693886,4.8732056674762,0.000168220646467468,4.92779556319858,0.000599556589090337,18.374970519805
0.000150899450196371,5.19463349927048,0.000171419051473802,5.18776972713563,0.000165797395833894,4.98672702771016,0.00016878348834379,4.92493056965048,0.000169745125631779,4.97245311160204,0.000606073508536971,18.5746984602377
0.000152291153258837,5.24254213869837,0.000172809893390153,5.22986170890102,0.000167370563241808,5.03404355154759,0.000170294223083227,4.96901227322169,0.000171450655714806,5.02241430098355,0.000612590427983605,18.7744264006703
0.00015426154587379,5.31037185889304,0.00017424502963505,5.27329419963983,0.000169878489915531,5.10947504831186,0.000172044055961869,5.02007061737826,0.000173264207774545,5.07553984758726,0.000619107347430239,18.974154341103
0.000155830610163752,5.36438606446198,0.000175628489163309,5.31516276324299,0.000172898027733158,5.2002943930345,0.000174436560272005,5.08988146043306,0.000174736958104938,5.11868206999699,0.000625624266876873,19.1738822815357
0.000157408736706214,5.4187122332644,0.00017816360123377,5.39188456015506,0.000174906138332576,5.26069280490571,0.000176469655914292,5.14920512400923,0.00017642118807988,5.16801930161638,0.000632141186323507,19.3736102219683
0.000158685219701183,5.46265448300943,0.000179790679569034,5.44112592311202,0.000178494788258409,5.36862946753017,0.000179425639915548,5.23545773150088,0.000178945250887857,5.24195829642809,0.000638658105770141,19.573338162401
0.00016006786051115,5.51025115920385,0.000181553593845173,5.49447818025414,0.000182727743861147,5.4959450625979,0.000180977493443256,5.28073923950396,0.000181406934807872,5.31406998636501,0.000645175025216775,19.7730661028336
0.000161596791968613,5.56288381331022,0.000184782650396191,5.59220128441646,0.000185194387791269,5.57013488863353,0.000182872003539889,5.33601911777269,0.000183506516890457,5.37557439434582,0.000658435991617219,19.9124843359425
0.000163040279331079,5.61257509978659,0.000186415634641928,5.64162138190322,0.000187189228937387,5.63013419205625,0.000185532541432828,5.41365090823529,0.00018528811878807,5.42776400430634,0.00068881488391161,20.3095273539332
0.000165177676313527,5.6861538567126,0.000187816811901606,5.68402614909574,0.000189278430640306,5.69297160000156,0.000188378875332029,5.49670403724193,0.000186771519172505,5.47121820559713,0.000714218903918445,20.5541024760039
0.00016754421882347,5.76762082682813,0.000189232753937466,5.72687775261273,0.000191534237701326,5.76082003624455,0.000190545987765717,5.559938174522,0.000188400977440945,5.51895097439963,0.000811867673419431,23.0128057826714
0.000169065382635934,5.81998608387723,0.00019066198427189,5.77013150882175,0.000193287279920642,5.81354669682815,0.00019219987680506,5.60819697500419,0.000189940670968174,5.56405420691889,0.000839205055837054,23.3166338225629
0.000170653866038396,5.87466878208935,0.000192145844278188,5.81503855943133,0.000196762402301573,5.91806876494889,0.000193815692892301,5.65534484545686,0.000191634029560867,5.61365884900776,0.000920481424246595,25.2735623295403
0.000173274151618333,5.96487072274244,0.000194976251872291,5.90069708283287,0.00019867615234419,5.97562907229751,0.000195257896317952,5.69742687497493,0.000193934441233959,5.68104628731716,0.00102055998679235,27.8067329615269
0.000172075345073361,5.92360244357013,0.000196934061194033,5.95994757945803,0.00020078746980261,6.03913166099029,0.000196975747916828,5.74755203790671,0.000196508711439563,5.75645603971102,0.00106149315600146,28.527239236689
0.000174325372908307,6.00105845782658,0.000198602480902606,6.01044008412352,0.000203665466785035,6.12569384892906,0.000198714920368881,5.79829932165501,0.000198416592549389,5.81234482783272,0.00112752280042217,30.0168922455464
0.000177163152548239,6.09874751608328,0.000201165646047813,6.0880108700521,0.00020529171200615,6.17460680656044,0.000201174433074718,5.87006540156177,0.000199906078678991,5.85597730276983,0.00115784907339908,30.4123226077426
0.000179088233900693,6.16501742011052,0.000203619551849273,6.16227506717957,0.00020858548519198,6.27367439255184,0.000202584655220604,5.91121424985505,0.000201835259896902,5.91249004865364,0.00118258676605785,30.6364763957806
0.000177886838140722,6.12366000858579,0.000205946480575567,6.23269647191657,0.000210570005652198,6.33336327829241,0.000205138588847656,5.985735436235,0.000203729448080103,5.96797772107111,0.0012033023656359,30.7373626839181
0.000181228220098141,6.23868530938895,0.000207462823089465,6.27858656243998,0.000212233110465813,6.38338487050292,0.000207040713534709,6.04123750050964,0.000205348256294501,6.01539851099254,0.00122269246145168,30.7976254629512
