"I1p","Points:0","Points:1","Points:2"
0.090463,81.889,-22.934,-184.94
0.09299,81.93,-22.931,-180.93
0.10715,77.673,-22.942,-188.9
0.099447,77.677,-22.949,-184.9
0.098922,77.562,-22.953,-180.98
0.079359,85.664,-14.586,-200.9
0.077433,85.577,-14.584,-197.12
0.076809,85.625,-14.581,-193.18
0.10905,81.598,-14.59,-201.01
0.09813,81.315,-14.582,-197.16
0.094535,81.407,-14.579,-193.1
0.11476,77.381,-14.57,-202.52
0.15399,76.878,-14.558,-197.61
0.15272,77.129,-14.566,-193.05
0.076954,85.704,-18.76,-200.91
0.075156,85.619,-18.758,-197.13
0.074854,85.675,-18.755,-193.18
0.10151,81.651,-18.769,-201.04
0.093188,81.371,-18.76,-197.19
0.090525,81.472,-18.755,-193.12
0.12009,77.503,-18.765,-202.52
0.15449,76.96,-18.747,-197.64
0.14582,77.212,-18.749,-193.09
0.075721,85.738,-22.935,-200.93
0.07385,85.657,-22.932,-197.14
0.073624,85.719,-22.929,-193.19
0.098058,81.687,-22.948,-201.08
0.090553,81.416,-22.938,-197.22
0.088116,81.525,-22.934,-193.14
0.11412,77.492,-22.958,-202.63
0.15038,77.003,-22.936,-197.72
0.14183,77.272,-22.932,-193.13
0.13546,-10.371,-14.435,-19.816
0.033211,-13.679,-14.375,-20.067
0.095163,-10.17,-14.388,-23.151
0.061968,-9.9154,-14.336,-26.463
0.12081,-10.622,-18.559,-20.023
0.021513,-13.975,-18.493,-20.287
0.080352,-10.448,-18.502,-23.401
0.048405,-10.218,-18.439,-26.756
0.10472,-10.833,-22.69,-20.211
0.065299,-10.685,-22.625,-23.63
0.035793,-10.477,-22.554,-27.024
0.40052,-0.77637,-14.53,-19.566
0.31409,-3.9482,-14.507,-19.629
0.23012,-7.1346,-14.476,-19.682
0.38365,-0.54773,-14.505,-22.713
0.24942,-3.7402,-14.476,-22.849
0.1815,-6.9402,-14.438,-22.981
0.29204,-0.31275,-14.473,-25.885
0.20738,-3.5084,-14.438,-26.08
0.14119,-6.7054,-14.393,-26.269
0.30056,-4.1084,-18.642,-19.812
0.22106,-7.3398,-18.607,-19.876
0.36807,-0.68421,-18.636,-22.926
0.24535,-3.9248,-18.603,-23.074
0.17136,-7.1723,-18.559,-23.218
0.27479,-0.46744,-18.597,-26.134
0.20321,-3.7138,-18.556,-26.343
0.13005,-6.9602,-18.504,-26.547
0.29023,-4.244,-22.78,-19.977
0.2078,-7.5123,-22.741,-20.052
0.34096,-0.80346,-22.769,-23.12
0.23729,-4.0828,-22.733,-23.278
0.15754,-7.3695,-22.686,-23.434
0.25983,-0.60208,-22.723,-26.363
0.19324,-3.8901,-22.679,-26.585
0.11641,-7.1779,-22.623,-26.801
0.074786,8.7928,-14.558,-19.057
0.086507,5.5791,-14.557,-19.24
0.18677,2.397,-14.547,-19.433
0.094036,9.0812,-14.54,-22.203
0.14116,5.853,-14.539,-22.364
0.26446,2.6479,-14.526,-22.548
0.12939,9.3197,-14.519,-25.318
0.1862,6.095,-14.515,-25.484
0.3507,2.887,-14.499,-25.682
0.069462,8.8026,-18.703,-19.196
0.078603,5.549,-18.7,-19.392
0.19505,2.3246,-18.688,-19.597
0.087969,9.0855,-18.679,-22.371
0.13236,5.8121,-18.675,-22.55
0.29909,2.5597,-18.66,-22.748
0.12008,9.317,-18.652,-25.515
0.18274,6.0429,-18.646,-25.701
0.37756,2.7838,-18.627,-25.916
0.063625,8.7994,-22.848,-19.329
0.076097,5.5143,-22.844,-19.534
0.2263,2.2573,-22.83,-19.746
0.081622,9.0782,-22.819,-22.532
0.13516,5.7686,-22.813,-22.723
0.34703,2.4786,-22.796,-22.932
0.11402,9.3054,-22.785,-25.705
0.1985,5.9911,-22.777,-25.905
0.39323,2.6908,-22.756,-26.133
0.020217,18.959,-14.484,-19.116
0.045128,15.476,-14.522,-19.007
0.062564,12.083,-14.547,-18.974
0.029542,19.102,-14.462,-22.174
0.050982,15.696,-14.504,-22.105
0.072356,12.356,-14.53,-22.11
0.039302,19.224,-14.439,-25.216
0.061136,15.874,-14.483,-25.178
0.091952,12.575,-14.509,-25.211
0.040006,15.557,-18.669,-19.111
0.056179,12.13,-18.693,-19.097
0.022259,19.222,-18.604,-22.273
0.045379,15.781,-18.645,-22.231
0.065392,12.402,-18.669,-22.259
0.033353,19.351,-18.574,-25.336
0.054451,15.962,-18.617,-25.327
0.086092,12.619,-18.643,-25.386
0.035015,15.612,-22.819,-19.219
0.050929,12.157,-22.84,-19.219
0.040686,15.841,-22.79,-22.36
0.059979,12.43,-22.811,-22.406
0.027562,19.451,-22.717,-25.467
0.049065,16.026,-22.757,-25.481
0.08157,12.646,-22.779,-25.56
0.020283,97.895,-14.583,-201.91
0.021003,97.932,-14.583,-197.9
0.02167,97.961,-14.583,-193.91
0.038334,93.709,-14.582,-201.7
0.04073,93.805,-14.582,-197.68
0.043108,93.872,-14.582,-193.69
0.058714,89.61,-14.582,-201.38
0.059329,89.698,-14.582,-197.39
0.061904,89.767,-14.581,-193.42
0.02009,97.939,-18.75,-197.9
0.020936,97.969,-18.75,-193.91
0.03795,93.727,-18.75,-201.7
0.03979,93.824,-18.75,-197.68
0.041731,93.895,-18.75,-193.69
0.058431,89.64,-18.753,-201.38
0.058797,89.73,-18.753,-197.39
0.060545,89.804,-18.752,-193.41
0.020133,97.975,-22.917,-193.91
0.037407,93.744,-22.92,-201.7
0.038866,93.842,-22.92,-197.68
0.040345,93.914,-22.92,-193.68
0.058494,89.667,-22.925,-201.39
0.058576,89.758,-22.925,-197.4
0.05967,89.836,-22.924,-193.41
0.02063,97.835,-14.582,-205.93
0.035809,93.294,-14.581,-213.97
0.036125,93.328,-14.58,-209.88
0.036702,93.502,-14.58,-205.77
0.069955,88.688,-14.589,-214.04
0.065122,88.772,-14.579,-209.81
0.061758,89.151,-14.578,-205.51
0.020484,97.841,-18.75,-205.93
0.035529,93.339,-18.756,-213.95
0.036147,93.359,-18.752,-209.88
0.03654,93.523,-18.75,-205.77
0.066219,88.791,-18.772,-214.01
0.064039,88.833,-18.757,-209.81
0.06115,89.191,-18.752,-205.52
0.035316,93.362,-22.93,-213.95
0.036044,93.38,-22.923,-209.88
0.036344,93.543,-22.92,-205.78
0.066637,88.8,-22.956,-214.05
0.063661,88.86,-22.936,-209.84
0.061145,89.22,-22.926,-205.53
0.025186,93.686,-14.597,-226.1
0.028796,93.579,-14.588,-222.06
0.033896,93.398,-14.584,-218.01
0.09846,89.327,-14.668,-226.52
0.1015,89.329,-14.62,-222.23
0.073807,88.912,-14.601,-218.09
0.022506,93.782,-18.79,-225.89
0.027044,93.657,-18.771,-221.98
0.032741,93.461,-18.762,-217.98
0.098594,89.585,-18.858,-226.24
0.093364,89.496,-18.811,-222.12
0.067298,89.054,-18.788,-218.03
0.020569,93.808,-22.983,-225.91
0.025179,93.686,-22.951,-221.96
0.031853,93.487,-22.938,-217.97
0.090432,89.535,-23.056,-226.34
0.089239,89.499,-23.002,-222.13
0.066538,89.052,-22.976,-218.05
0.13736,-14.435,-14.546,-7.1038
0.11504,-15.285,-14.572,-4.2304
0.071742,-16.607,-14.583,-1.3996
0.11656,-14.622,-18.7,-7.1648
0.097483,-15.447,-18.731,-4.2673
0.061247,-16.715,-18.746,-1.4129
0.099857,-14.764,-22.856,-7.2202
0.084921,-15.561,-22.89,-4.2992
0.053807,-16.792,-22.91,-1.4238
0.12054,-14.115,-14.511,-10.132
0.26671,-10.4,-14.514,-12.955
0.087146,-14.032,-14.472,-13.374
0.18787,-10.485,-14.477,-16.43
0.057507,-13.873,-14.428,-16.711
0.1007,-14.328,-18.659,-10.226
0.25226,-10.578,-18.659,-13.071
0.069452,-14.273,-18.612,-13.507
0.17342,-10.703,-18.612,-16.591
0.042146,-14.141,-18.557,-16.886
0.083523,-14.498,-22.81,-10.313
0.23573,-10.725,-22.806,-13.178
0.053942,-14.472,-22.755,-13.631
0.15688,-10.886,-22.75,-16.739
0.029618,-14.367,-22.692,-17.047
0.054614,-1.1972,-14.577,-10.386
0.22123,-3.7482,-14.573,-9.8835
0.17517,-1.1508,-14.565,-13.38
0.40238,-7.0987,-14.538,-12.879
0.31432,-0.9872,-14.549,-16.451
0.29264,-7.2356,-14.509,-16.338
0.051272,-1.2178,-18.74,-10.414
0.22826,-3.779,-18.736,-9.9128
0.18813,-1.2099,-18.719,-13.461
0.39319,-7.2211,-18.688,-12.977
0.35327,-1.0781,-18.696,-16.581
0.40667,-4.2258,-18.676,-16.546
0.28403,-7.4062,-18.649,-16.486
0.053757,-1.2354,-22.903,-10.437
0.24144,-3.8043,-22.898,-9.9387
0.21387,-1.2604,-22.874,-13.531
0.38381,-7.3217,-22.839,-13.065
0.39406,-1.1564,-22.843,-16.696
0.38654,-4.3334,-22.821,-16.668
0.27254,-7.5479,-22.792,-16.62
0.055458,6.465,-14.583,-9.0586
0.028546,3.9507,-14.582,-9.8085
0.06507,7.7581,-14.579,-12.558
0.040832,4.7519,-14.578,-12.968
0.042035,1.8032,-14.573,-13.311
0.068084,8.3974,-14.571,-15.86
0.053112,5.2371,-14.57,-16.11
0.1082,2.1223,-14.562,-16.349
0.052149,6.4716,-18.747,-9.0864
0.024531,3.9478,-18.746,-9.8356
0.061127,7.7718,-18.737,-12.632
0.037246,4.7414,-18.735,-13.044
0.035996,1.7688,-18.729,-13.389
0.063196,8.4106,-18.722,-15.969
0.046829,5.2171,-18.72,-16.226
0.10543,2.0676,-18.711,-16.473
0.048822,6.4742,-22.91,-9.1121
0.020642,3.9432,-22.909,-9.8598
0.057015,7.7755,-22.895,-12.702
0.033023,4.7267,-22.892,-13.113
0.03412,1.7364,-22.885,-13.458
0.058233,8.4111,-22.874,-16.071
0.04131,5.1919,-22.87,-16.333
0.11242,2.0162,-22.86,-16.584
0.075048,9.9968,-14.577,-9.0399
0.060312,11.116,-14.571,-12.511
0.058886,11.705,-14.561,-15.786
0.039206,14.392,-14.562,-9.7122
0.039435,14.822,-14.551,-12.774
0.041298,15.191,-14.538,-15.89
0.068897,10.023,-18.741,-9.0775
0.054092,11.155,-18.73,-12.584
0.052712,11.75,-18.713,-15.884
0.033189,14.442,-18.724,-9.7565
0.03355,14.884,-18.71,-12.839
0.035928,15.264,-18.691,-15.975
0.063482,10.039,-22.904,-9.1133
0.048822,11.178,-22.888,-12.653
0.047654,11.775,-22.866,-15.981
0.026546,14.476,-22.887,-9.8006
0.027262,14.926,-22.869,-12.904
0.030333,15.313,-22.846,-16.061
0.12645,10.777,-14.583,-1.2601
0.11376,10.401,-14.582,-3.7441
0.090074,9.5883,-14.58,-6.0411
0.037544,14.641,-14.581,-1.3678
0.038066,14.454,-14.576,-4.096
0.039326,14.243,-14.57,-6.8305
0.11864,10.781,-18.75,-1.2621
0.10641,10.41,-18.748,-3.7505
0.083995,9.6027,-18.746,-6.054
0.031396,14.664,-18.748,-1.3718
0.031933,14.482,-18.742,-4.1093
0.033202,14.281,-18.735,-6.8566
0.11166,10.783,-22.916,-1.2641
0.099958,10.416,-22.915,-3.7568
0.078588,9.612,-22.912,-6.0663
0.024237,14.67,-22.915,-1.3761
0.024779,14.5,-22.909,-4.1228
0.02626,14.306,-22.9,-6.8825
0.19907,36.974,-2.0244,-99.858
0.27429,36.482,-2.0181,-95.096
0.30147,36.166,-1.9911,-90.054
0.021275,32.029,-2.0201,-99.08
0.04569,31.92,-2.0122,-94.726
0.12505,31.674,-1.9936,-90.435
0.020964,27.402,-2.0032,-90.286
0.21701,36.737,-6.1238,-99.902
0.25466,36.354,-6.1134,-95.283
0.2594,36.171,-6.0479,-90.383
0.049631,32.029,-6.0919,-99.374
0.087247,31.948,-6.0754,-95.111
0.1608,31.676,-6.0326,-90.972
0.034763,27.652,-6.0705,-98.824
0.040963,27.612,-6.0711,-94.795
0.047036,27.404,-6.0458,-90.847
0.2301,36.741,-10.254,-99.973
0.24929,36.454,-10.237,-95.433
0.23968,36.367,-10.166,-90.618
0.069801,32.052,-10.2,-99.666
0.11318,31.994,-10.18,-95.447
0.18299,31.718,-10.131,-91.374
0.045761,27.721,-10.166,-99.25
0.057643,27.662,-10.165,-95.234
0.066594,27.412,-10.134,-91.321
0.087129,36.63,-2.0274,-104.24
0.035088,35.308,-6.1588,-112.52
0.042651,35.485,-6.148,-108.47
0.11101,36.348,-6.1241,-104.29
0.029315,31.256,-6.1119,-107.88
0.038984,31.704,-6.0961,-103.63
0.020231,27.169,-6.0313,-102.98
0.049873,35.256,-10.292,-112.78
0.061943,35.408,-10.281,-108.69
0.13022,36.27,-10.261,-104.38
0.036813,31.208,-10.223,-108.23
0.055369,31.689,-10.205,-103.93
0.022315,27.23,-10.122,-103.44
0.028375,35.408,-6.162,-116.52
0.021645,35.636,-10.301,-120.69
0.036736,35.392,-10.299,-116.77
0.034395,23.185,-6.0626,-90.523
0.025313,23.4,-6.0864,-94.42
0.043994,23.188,-10.142,-91.047
0.029159,23.453,-10.17,-94.925
0.02429,19.878,-1.9769,-77.083
0.099378,24.826,-1.9939,-77.989
0.025531,23.704,-1.999,-82.01
0.028132,15.026,-5.8926,-77.054
0.048606,19.712,-5.9638,-77.719
0.037173,19.09,-5.9944,-81.954
0.022544,18.812,-6.0269,-86.165
0.11837,24.444,-6.0243,-78.399
0.050353,23.399,-6.0329,-82.542
0.041924,23.113,-6.0415,-86.564
0.030314,14.965,-9.8969,-77.761
0.065206,19.61,-10.001,-78.325
0.045753,18.992,-10.043,-82.567
0.023954,18.77,-10.085,-86.778
0.13609,24.295,-10.102,-78.855
0.068691,23.268,-10.109,-83.062
0.056479,23.049,-10.117,-87.101
0.03842,15.937,-1.8844,-63.96
0.030294,15.893,-1.9243,-68.041
0.022703,15.665,-1.9527,-72.21
0.2164,20.495,-1.8562,-64.008
0.10623,20.533,-1.9161,-68.42
0.036776,20.333,-1.9551,-72.812
0.35761,25.627,-1.7763,-63.601
0.31158,25.376,-1.9071,-68.822
0.23399,25.455,-1.9637,-73.611
0.063239,15.879,-5.7274,-64.968
0.053941,15.875,-5.8265,-68.883
0.04607,15.692,-5.8955,-72.908
0.21531,20.423,-5.6625,-65.048
0.1329,20.458,-5.8131,-69.25
0.064768,20.258,-5.9103,-73.497
0.29605,25.598,-5.4847,-64.649
0.26858,25.169,-5.8131,-69.566
0.23184,25.133,-5.954,-74.097
0.083402,15.836,-9.6895,-65.816
0.072587,15.833,-9.8132,-69.647
0.058294,15.648,-9.8976,-73.611
0.22278,20.428,-9.6173,-65.9
0.14856,20.437,-9.8069,-69.975
0.082839,20.201,-9.932,-74.134
0.2609,25.802,-9.416,-65.531
0.2536,25.227,-9.8194,-70.202
0.23931,25.069,-10.006,-74.59
0.36374,21.072,-1.8724,-52.974
0.36945,18.219,-1.8984,-53.429
0.21425,15.206,-1.9158,-53.622
0.36231,22.249,-1.7831,-55.881
0.35631,18.967,-1.8394,-56.528
0.10653,15.51,-1.8741,-56.73
0.36115,24.4,-1.7052,-59.105
0.30482,19.903,-1.8153,-59.982
0.05493,15.792,-1.8603,-60.154
0.29848,20.924,-5.6983,-53.918
0.29197,18.134,-5.7564,-54.387
0.22337,15.165,-5.7967,-54.574
0.29642,22.052,-5.4944,-57.07
0.29493,18.846,-5.62,-57.669
0.13214,15.427,-5.6979,-57.827
0.30061,24.343,-5.3098,-60.381
0.26676,19.8,-5.5636,-61.169
0.083431,15.705,-5.6671,-61.271
0.25288,21.001,-9.6496,-54.713
0.26537,18.153,-9.7172,-55.188
0.22459,15.142,-9.7641,-55.377
0.25178,22.136,-9.4183,-58.006
0.28197,18.852,-9.5602,-58.576
0.13975,15.388,-9.6467,-58.714
0.25916,24.543,-9.2037,-61.415
0.2618,19.81,-9.4968,-62.104
0.10004,15.66,-9.6135,-62.173
0.15342,47.752,-2.0617,-125.49
0.25474,47.756,-2.0561,-121.24
0.25767,48.117,-2.0381,-116.57
0.043617,43.691,-2.0532,-121.03
0.13548,43.653,-2.0489,-116.84
0.18641,47.697,-6.2016,-125.45
0.24158,47.684,-6.1923,-121.24
0.22427,48.199,-6.1496,-116.58
0.042238,43.697,-6.1874,-125.2
0.08204,43.686,-6.1818,-121.07
0.16848,43.651,-6.1726,-117.02
0.02915,39.709,-6.1665,-124.84
0.034371,39.643,-6.1727,-120.81
0.040842,39.505,-6.1719,-116.86
0.2061,47.737,-10.358,-125.47
0.23465,47.742,-10.35,-121.25
0.20419,48.349,-10.299,-116.52
0.062441,43.725,-10.336,-125.27
0.10903,43.72,-10.334,-121.15
0.18934,43.698,-10.322,-117.11
0.039291,39.744,-10.307,-124.98
0.051459,39.67,-10.318,-120.96
0.060846,39.511,-10.316,-117.03
0.02011,47.858,-2.0638,-133.5
0.053701,47.794,-2.0642,-129.53
0.033285,48.127,-6.2029,-137.3
0.046672,47.953,-6.2054,-133.47
0.095822,47.811,-6.2042,-129.51
0.026284,43.681,-6.1905,-133.38
0.033231,43.637,-6.1873,-129.3
0.05046,48.203,-10.364,-137.39
0.067016,48.012,-10.362,-133.54
0.12318,47.857,-10.358,-129.55
0.023802,44.073,-10.354,-137.44
0.036014,43.709,-10.336,-133.52
0.049919,43.668,-10.331,-129.4
0.025855,11.577,-1.8913,-63.609
0.020684,6.9934,-5.7119,-63.973
0.049696,11.486,-5.7425,-64.605
0.037008,11.418,-5.841,-68.397
0.022427,11.457,-5.9235,-72.177
0.06231,11.397,-9.7028,-65.458
0.041752,11.342,-9.821,-69.183
0.021735,11.39,-9.9143,-72.917
0.033428,6.9168,-1.8742,-52.661
0.023289,5.6407,-1.8262,-54.894
0.042208,9.3909,-1.8998,-53.26
0.032398,8.743,-1.8551,-56.02
0.021857,7.8633,-1.8502,-59.199
0.060021,12.213,-1.9165,-53.565
0.044821,12.073,-1.8774,-56.572
0.03504,11.82,-1.868,-59.9
0.059713,6.6238,-5.7202,-53.644
0.042872,5.2503,-5.6061,-56.018
0.068814,9.2938,-5.7677,-54.252
0.057552,8.5463,-5.661,-57.157
0.041941,7.6535,-5.6468,-60.324
0.087675,12.176,-5.8003,-54.53
0.068911,11.972,-5.7069,-57.673
0.058586,11.699,-5.6853,-61.006
0.07507,6.3779,-9.7013,-54.469
0.045046,4.9785,-9.5654,-56.902
0.090675,9.1461,-9.7404,-55.079
0.073293,8.3754,-9.6129,-58.055
0.046407,7.4847,-9.5902,-61.231
0.10776,12.103,-9.7708,-55.343
0.090693,11.879,-9.6582,-58.56
0.078001,11.6,-9.6333,-61.904
0.03659,3.4448,-1.9904,-46.323
0.021053,0.64158,-1.9573,-47.16
0.033018,4.2386,-1.9549,-48.968
0.031312,5.2336,-1.8969,-51.25
0.065426,2.9217,-5.9872,-46.819
0.038428,0.035917,-5.9055,-47.769
0.059599,3.7048,-5.9029,-49.563
0.031977,1.0894,-5.7984,-50.858
0.0563,4.747,-5.7748,-52.062
0.031135,2.6797,-5.6601,-53.814
0.080432,2.5588,-10.013,-47.378
0.036851,-0.38604,-9.909,-48.378
0.071024,3.3518,-9.9098,-50.212
0.029079,0.68642,-9.7831,-51.556
0.066381,4.4248,-9.7676,-52.82
0.028408,2.3215,-9.6312,-54.622
0.3008,11.525,-2.0342,-45.174
0.097744,8.835,-2.0322,-45.368
0.053506,6.142,-2.019,-45.722
0.17091,11.87,-2.0083,-47.964
0.069798,9.2508,-2.0083,-48.061
0.045205,6.7028,-1.9945,-48.3
0.092531,12.131,-1.967,-50.746
0.053055,9.5334,-1.9621,-50.675
0.039813,7.2016,-1.9447,-50.6
0.29584,11.431,-6.0939,-45.64
0.12344,8.632,-6.0884,-45.819
0.086031,5.7854,-6.0563,-46.157
0.20616,11.822,-6.0257,-48.535
0.098647,9.1086,-6.0251,-48.604
0.076587,6.3754,-5.9939,-48.81
0.12649,12.127,-5.9227,-51.491
0.082322,9.4705,-5.9138,-51.411
0.069176,6.9472,-5.8799,-51.312
0.29286,11.352,-10.146,-46.13
0.13808,8.4627,-10.138,-46.325
0.10926,5.5159,-10.098,-46.68
0.2064,11.753,-10.052,-49.116
0.11966,8.9532,-10.05,-49.199
0.098813,6.1169,-10.014,-49.42
0.13769,12.065,-9.9208,-52.187
0.10562,9.332,-9.9125,-52.121
0.089541,6.7105,-9.8807,-52.032
0.30255,19.587,-2.0155,-44.858
0.36462,16.894,-2.0244,-44.969
0.3995,14.207,-2.0306,-45.072
0.33928,19.899,-1.9873,-47.545
0.37323,17.231,-1.996,-47.754
0.39883,14.538,-2.0033,-47.895
0.35852,20.358,-1.9416,-50.231
0.36811,17.658,-1.954,-50.549
0.33276,14.877,-1.9636,-50.721
0.25904,19.689,-6.0444,-45.209
0.29355,16.949,-6.0691,-45.375
0.29777,14.198,-6.0855,-45.513
0.28482,19.934,-5.9718,-48.038
0.29443,17.255,-5.9954,-48.291
0.31716,14.543,-6.0139,-48.452
0.29697,20.304,-5.8602,-50.923
0.28643,17.634,-5.8902,-51.279
0.30158,14.877,-5.9137,-51.462
0.22686,19.849,-10.077,-45.605
0.24769,17.029,-10.114,-45.809
0.25589,14.202,-10.137,-45.979
0.24561,20.069,-9.9802,-48.542
0.24495,17.32,-10.014,-48.828
0.29937,14.544,-10.039,-49.013
0.25303,20.407,-9.8406,-51.564
0.24144,17.677,-9.8798,-51.944
0.29979,14.872,-9.9092,-52.142
0.069835,27.525,-1.919,-44.953
0.1274,24.906,-1.9727,-44.802
0.21539,22.264,-2.0007,-44.787
0.10088,27.341,-1.9097,-47.293
0.17623,24.979,-1.9523,-47.227
0.2658,22.489,-1.9749,-47.344
0.13912,27.436,-1.8683,-49.488
0.22252,25.215,-1.9106,-49.522
0.30271,22.879,-1.9292,-49.845
0.06927,27.966,-5.7918,-45.01
0.12263,25.179,-5.929,-44.954
0.19503,22.427,-6.0035,-45.048
0.097095,27.753,-5.7644,-47.415
0.1643,25.177,-5.877,-47.475
0.23515,22.569,-5.938,-47.733
0.13125,27.769,-5.6706,-49.721
0.20421,25.296,-5.7815,-49.927
0.26623,22.843,-5.8295,-50.426
0.064561,28.638,-9.7107,-45.256
0.11365,25.592,-9.9076,-45.242
0.17615,22.689,-10.016,-45.393
0.089784,28.392,-9.6695,-47.755
0.14951,25.563,-9.8378,-47.868
0.20898,22.801,-9.9291,-48.188
0.11815,28.389,-9.5642,-50.169
0.18363,25.65,-9.7247,-50.456
0.23416,23.041,-9.7964,-51.022
0.19095,61.631,-2.0299,-138.95
0.18954,61.103,-2.0319,-134.23
0.19807,60.687,-2.0128,-129.21
0.2378,56.637,-2.0507,-138.39
0.21777,56.521,-2.0498,-134.03
0.2088,56.185,-2.0465,-129.7
0.091465,52.057,-2.0561,-137.89
0.18995,52.096,-2.0594,-133.78
0.25167,51.937,-2.0597,-129.68
0.18072,61.372,-6.1507,-138.69
0.18134,60.959,-6.1579,-134.07
0.18798,60.695,-6.1083,-129.16
0.21396,56.629,-6.182,-138.3
0.18989,56.533,-6.1805,-133.99
0.18932,56.205,-6.1735,-129.76
0.13096,52.215,-6.1926,-137.87
0.21057,52.185,-6.198,-133.77
0.22874,51.962,-6.199,-129.72
0.17042,61.401,-10.314,-138.47
0.17217,61.101,-10.313,-133.88
0.17855,60.99,-10.251,-129
0.19982,56.678,-10.344,-138.24
0.17412,56.615,-10.339,-133.93
0.17575,56.323,-10.329,-129.73
0.15166,52.297,-10.355,-137.9
0.21828,52.26,-10.358,-133.78
0.2168,52.032,-10.358,-129.73
0.22409,60.211,-2.0673,-151.39
0.23284,60.411,-2.0522,-147.41
0.1978,61.295,-2.0296,-143.34
0.028357,55.733,-2.0711,-151.05
0.10216,55.87,-2.0599,-146.87
0.20522,56.319,-2.0517,-142.66
0.021381,51.504,-2.0487,-141.99
0.21693,60.099,-6.2251,-151.38
0.21137,60.19,-6.1937,-147.33
0.1801,61.003,-6.1457,-143.1
0.053936,55.77,-6.2367,-151.08
0.12825,55.866,-6.2068,-146.87
0.21084,56.304,-6.1844,-142.59
0.020873,51.211,-6.2526,-150.87
0.029041,51.264,-6.1992,-146.49
0.048403,51.715,-6.1794,-142.08
0.2138,60.108,-10.405,-151.39
0.19738,60.153,-10.372,-147.28
0.16749,60.954,-10.32,-142.92
0.072915,55.808,-10.416,-151.18
0.14487,55.885,-10.38,-146.92
0.2122,56.327,-10.351,-142.57
0.027218,51.256,-10.43,-151.15
0.043569,51.334,-10.369,-146.69
0.068614,51.799,-10.344,-142.18
0.02287,60.494,-2.0685,-163.01
0.060592,60.375,-2.074,-159.25
0.14165,60.254,-2.0736,-155.34
0.051028,60.835,-6.2324,-162.97
0.10258,60.585,-6.2414,-159.22
0.16972,60.301,-6.239,-155.34
0.023492,56.355,-6.264,-159.21
0.031247,55.976,-6.2576,-155.19
0.071417,61.017,-10.419,-163.05
0.12765,60.72,-10.425,-159.27
0.18472,60.373,-10.42,-155.37
0.025307,56.959,-10.453,-163.16
0.034744,56.472,-10.449,-159.34
0.046397,56.052,-10.441,-155.31
0.06679,1.7376,-2.0417,-37.403
0.037831,-1.2526,-2.0246,-37.776
0.020475,-4.3687,-2.0045,-38.165
0.050626,2.2178,-2.029,-40.46
0.030741,-0.75663,-2.0086,-40.944
0.042082,2.7814,-2.0128,-43.456
0.025298,-0.14743,-1.9874,-44.087
0.10102,1.3289,-6.1214,-37.817
0.074645,-1.7658,-6.0757,-38.249
0.03579,-4.9516,-6.0218,-38.687
0.084396,1.7629,-6.0869,-40.894
0.061538,-1.3121,-6.0335,-41.445
0.021412,-4.4942,-5.9773,-42.016
0.07336,2.2865,-6.0443,-43.909
0.048766,-0.73044,-5.9795,-44.625
0.12614,1.0056,-10.199,-38.235
0.086509,-2.1668,-10.134,-38.706
0.03176,-5.4156,-10.057,-39.184
0.10788,1.4165,-10.149,-41.346
0.066486,-1.7335,-10.075,-41.941
0.092837,1.9266,-10.089,-44.406
0.049554,-1.1576,-10.003,-45.169
0.40478,10.42,-2.0673,-36.646
0.38723,7.5568,-2.0633,-36.827
0.1499,4.6671,-2.0548,-37.081
0.24846,7.9521,-2.0558,-39.746
0.098315,5.1079,-2.0455,-40.054
0.40921,11.138,-2.0499,-42.374
0.14783,8.3817,-2.0462,-42.599
0.068928,5.601,-2.0341,-42.95
0.30176,10.341,-6.1896,-36.932
0.33996,7.3685,-6.1794,-37.146
0.15969,4.3678,-6.1566,-37.442
0.33248,10.667,-6.1678,-39.861
0.25436,7.7403,-6.1567,-40.095
0.12267,4.7743,-6.1299,-40.434
0.34112,11.033,-6.1379,-42.76
0.16895,8.1631,-6.1282,-42.988
0.10011,5.246,-6.0979,-43.351
0.25507,10.285,-10.294,-37.249
0.3255,7.2222,-10.28,-37.493
0.16629,4.1312,-10.249,-37.822
0.30333,10.597,-10.259,-40.223
0.24445,7.5775,-10.244,-40.482
0.14029,4.5174,-10.207,-40.849
0.3289,10.955,-10.212,-43.178
0.17162,7.9921,-10.198,-43.426
0.1224,4.9776,-10.159,-43.812
0.15137,18.95,-2.0513,-36.581
0.22946,16.102,-2.0619,-36.52
0.30011,13.266,-2.0669,-36.543
0.19818,19.136,-2.044,-39.387
0.28089,16.337,-2.0541,-39.364
0.35294,13.559,-2.0593,-39.409
0.25189,19.343,-2.0329,-42.144
0.33197,16.601,-2.0425,-42.178
0.38272,13.875,-2.0481,-42.248
0.1395,19.203,-6.1453,-36.732
0.20327,16.243,-6.1738,-36.73
0.26114,13.294,-6.1879,-36.796
0.17997,19.334,-6.1235,-39.577
0.24392,16.447,-6.1512,-39.618
0.28661,13.564,-6.1655,-39.71
0.22218,19.496,-6.0917,-42.399
0.27627,16.682,-6.1183,-42.493
0.29315,13.867,-6.1334,-42.609
0.12882,19.415,-10.229,-36.929
0.18388,16.366,-10.27,-36.975
0.22933,13.328,-10.291,-37.08
0.16386,19.531,-10.194,-39.825
0.21625,16.556,-10.234,-39.912
0.24037,13.584,-10.255,-40.041
