"I1p","Points:0","Points:1","Points:2"
0.22253,22.718,-102.18,-17.055
0.28606,26.558,-102.56,-10.882
0.32895,26.52,-102.47,-14.026
0.32003,26.573,-102.37,-17.196
0.168,30.581,-102.74,-10.997
0.2381,30.381,-102.65,-14.165
0.30328,30.535,-102.56,-17.362
0.18225,22.528,-106.55,-10.736
0.14816,22.556,-106.44,-13.883
0.11971,22.624,-106.32,-17.07
0.26835,26.517,-106.81,-10.904
0.21477,26.458,-106.7,-14.051
0.16347,26.48,-106.58,-17.222
0.34315,30.55,-107.1,-11.041
0.3195,30.343,-107.01,-14.212
0.27259,30.436,-106.89,-17.409
0.073779,22.414,-110.7,-10.743
0.060553,22.42,-110.56,-13.895
0.045304,22.461,-110.41,-17.086
0.10626,26.412,-111.02,-10.919
0.086718,26.332,-110.9,-14.072
0.069373,26.311,-110.75,-17.248
0.16909,30.624,-111.49,-11.087
0.13229,30.437,-111.42,-14.262
0.10605,30.413,-111.25,-17.452
0.048984,97.9,-101.19,-129.77
0.047236,97.915,-101.81,-125.56
0.044965,97.925,-102.56,-121.08
0.099792,93.621,-102.05,-129.59
0.10209,93.658,-102.5,-125.39
0.097137,93.68,-103.14,-120.96
0.096254,89.404,-102.09,-129.4
0.10432,89.456,-102.53,-125.2
0.11018,89.463,-103.18,-120.79
0.051454,97.902,-105.69,-129.95
0.053758,97.909,-106.03,-126.04
0.05455,97.915,-106.5,-122.38
0.080012,93.661,-106.12,-129.9
0.088563,93.683,-106.4,-126.05
0.094903,93.7,-106.81,-122.48
0.081824,89.414,-106.3,-129.79
0.09007,89.449,-106.57,-125.97
0.097602,89.466,-107,-122.41
0.043255,97.9,-110.16,-130.03
0.048481,97.908,-110.27,-126.2
0.052563,97.923,-110.27,-122.57
0.063583,93.671,-110.33,-130.04
0.071736,93.695,-110.48,-126.26
0.080335,93.727,-110.63,-122.68
0.069576,89.416,-110.47,-129.97
0.075799,89.452,-110.64,-126.22
0.083178,89.49,-110.84,-122.63
0.043873,97.905,-100.73,-142
0.048408,97.888,-100.98,-137.94
0.049816,97.891,-100.93,-133.86
0.072588,93.616,-101.66,-141.89
0.082,93.584,-101.8,-137.8
0.092571,93.594,-101.83,-133.68
0.070892,89.319,-101.66,-141.8
0.078661,89.307,-101.8,-137.68
0.087544,89.346,-101.85,-133.52
0.037133,97.893,-105.33,-141.99
0.042026,97.889,-105.43,-137.96
0.047323,97.894,-105.49,-133.94
0.054846,93.624,-105.83,-141.9
0.062337,93.62,-105.89,-137.86
0.070828,93.637,-105.96,-133.85
0.062652,89.315,-106,-141.81
0.067509,89.329,-106.05,-137.76
0.074248,89.368,-106.13,-133.74
0.027721,97.882,-109.99,-141.98
0.033195,97.885,-110.03,-137.97
0.038208,97.892,-110.04,-133.98
0.044866,93.616,-110.16,-141.89
0.050021,93.627,-110.18,-137.9
0.056381,93.647,-110.22,-133.93
0.067493,89.315,-110.31,-141.8
0.063238,89.34,-110.31,-137.81
0.064904,89.376,-110.36,-133.85
0.029087,97.935,-100.6,-154.19
0.034647,97.952,-100.83,-150.11
0.039134,97.936,-100.69,-146.03
0.04786,93.698,-101.58,-154.06
0.054694,93.754,-101.75,-149.98
0.064138,93.7,-101.66,-145.91
0.059856,89.454,-101.67,-153.88
0.059497,89.545,-101.84,-149.86
0.063968,89.442,-101.71,-145.83
0.025454,97.907,-105.31,-150.06
0.031858,97.903,-105.29,-146.02
0.040382,93.634,-105.8,-154.02
0.043016,93.66,-105.86,-149.97
0.048109,93.647,-105.83,-145.92
0.082357,89.322,-106.04,-153.9
0.065599,89.356,-106.09,-149.87
0.061312,89.337,-106.04,-145.83
0.021381,97.881,-109.93,-145.99
0.040802,93.597,-110.21,-153.97
0.039844,93.61,-110.22,-149.94
0.041529,93.613,-110.18,-145.91
0.12158,89.285,-110.44,-153.88
0.10794,89.302,-110.43,-149.85
0.085735,89.307,-110.36,-145.82
0.022361,97.894,-100.51,-158.27
0.039401,93.416,-101.07,-166.55
0.04196,93.483,-101.39,-162.29
0.044692,93.582,-101.46,-158.12
0.11309,89.076,-101.25,-166.3
0.087544,89.15,-101.45,-162.04
0.066251,89.274,-101.51,-157.89
0.048003,93.515,-105.6,-166.25
0.039666,93.538,-105.67,-162.16
0.038887,93.583,-105.72,-158.08
0.11838,89.188,-105.89,-166.11
0.12403,89.21,-105.92,-162.02
0.10669,89.259,-105.97,-157.94
0.022039,97.857,-109.93,-166.14
0.073896,93.554,-110.12,-166.09
0.063567,93.559,-110.14,-162.05
0.04834,93.576,-110.16,-158.01
0.051283,89.238,-110.37,-166
0.091472,89.243,-110.37,-161.96
0.11846,89.261,-110.4,-157.92
0.020392,97.902,-101.47,-178.61
0.06919,93.66,-102.02,-178.45
0.052965,93.596,-101.5,-174.49
0.041458,93.432,-101.08,-170.61
0.056716,89.284,-102.48,-178.37
0.10029,89.169,-102.13,-174.43
0.12438,89.043,-101.54,-170.46
0.030813,97.876,-105.82,-178.33
0.023635,97.869,-105.47,-174.37
0.055709,93.604,-106.2,-178.23
0.07298,93.574,-105.91,-174.26
0.064752,93.527,-105.67,-170.28
0.038763,89.239,-106.33,-174.18
0.083645,89.194,-106.05,-170.17
0.023117,97.871,-110.19,-178.15
0.031112,97.867,-110.01,-174.18
0.029292,97.86,-109.9,-170.18
0.040736,93.582,-110.28,-174.1
0.065531,93.562,-110.16,-170.11
0.020729,97.884,-102.2,-190.04
0.031366,97.879,-102.18,-186.17
0.030123,97.88,-102.04,-182.41
0.036049,93.624,-102.44,-186.21
0.063508,93.608,-102.42,-182.39
0.020074,89.303,-102.66,-182.3
0.028414,97.874,-106.14,-182.22
0.026655,93.607,-106.44,-182.17
0.083487,31.208,-103.05,-1.5672
0.14827,27.089,-102.78,-1.5422
0.25476,22.909,-102.51,-1.5141
0.10261,30.573,-102.94,-4.7737
0.17949,26.729,-102.72,-4.6574
0.27977,22.716,-102.49,-4.5604
0.12552,30.624,-102.84,-7.9391
0.23052,26.613,-102.64,-7.7791
0.3181,22.604,-102.44,-7.6304
0.30165,31.144,-107.42,-1.5801
0.34856,27.074,-107.06,-1.5486
0.28971,22.905,-106.74,-1.5169
0.32492,30.595,-107.32,-4.8051
0.33558,26.729,-106.99,-4.6709
0.26692,22.701,-106.7,-4.5663
0.33957,30.618,-107.2,-7.9786
0.30805,26.594,-106.9,-7.7957
0.22539,22.571,-106.64,-7.6375
0.25405,31.46,-111.86,-1.5823
0.15492,27.068,-111.31,-1.5509
0.10274,22.866,-110.94,-1.5188
0.22649,30.909,-111.74,-4.788
0.14186,26.715,-111.23,-4.6699
0.095826,22.641,-110.89,-4.5688
0.20138,30.765,-111.6,-7.9686
0.12533,26.529,-111.13,-7.7958
0.08566,22.483,-110.81,-7.6403
0.37525,-9.9541,-102.04,-6.3251
0.41625,-10.841,-102.06,-3.8811
0.14263,-10.313,-101.95,-9.7098
0.26237,-1.3379,-102.01,-10.609
0.27719,-3.9494,-102.01,-10.135
0.28075,-6.5124,-102,-9.4257
0.35752,6.4272,-102.02,-9.2857
0.32838,3.9016,-102.01,-10.062
0.28687,1.302,-102.01,-10.586
0.14172,7.6265,-101.89,-13.186
0.091254,4.5267,-101.87,-13.556
0.038514,1.4886,-101.86,-13.874
0.061493,8.1483,-101.75,-16.795
0.021066,4.8571,-101.72,-17.034
0.061032,6.3466,-106.17,-9.2071
0.030981,3.873,-106.16,-10.059
0.022756,7.5975,-106,-13.186
0.29963,10.002,-102.04,-9.3838
0.17603,11.072,-101.93,-13.181
0.11991,11.583,-101.8,-16.719
0.25461,14.453,-102.1,-10.181
0.18791,14.864,-102,-13.464
0.14994,15.195,-101.89,-16.801
0.28722,18.57,-102.21,-10.52
0.21896,18.737,-102.12,-13.691
0.16617,18.922,-102.01,-16.924
0.082449,9.9473,-106.18,-9.3526
0.051925,11.03,-106.03,-13.181
0.022748,11.526,-105.88,-16.72
0.11273,14.414,-106.24,-10.18
0.089635,14.809,-106.11,-13.465
0.05873,15.123,-105.97,-16.804
0.1451,18.519,-106.36,-10.523
0.11987,18.67,-106.25,-13.696
0.095309,18.836,-106.12,-16.931
0.044643,18.429,-110.48,-10.526
0.032326,18.559,-110.34,-13.703
0.38903,14.667,-102.12,-1.4174
0.38155,14.512,-102.17,-4.2503
0.33453,14.307,-102.16,-7.114
0.33721,18.715,-102.26,-1.4791
0.34624,18.628,-102.3,-4.4476
0.33445,18.529,-102.27,-7.4468
0.17817,10.82,-106.26,-1.2744
0.12888,10.38,-106.27,-3.7795
0.10827,9.6028,-106.26,-6.1591
0.15927,14.69,-106.31,-1.416
0.15117,14.505,-106.34,-4.2475
0.132,14.283,-106.32,-7.1117
0.21299,18.739,-106.47,-1.4793
0.19734,18.616,-106.49,-4.4481
0.17243,18.496,-106.44,-7.448
0.023368,10.818,-110.43,-1.2735
0.04325,14.709,-110.5,-1.4147
0.037158,14.484,-110.51,-4.2451
0.028537,14.24,-110.46,-7.1097
0.068364,18.747,-110.68,-1.4799
0.06325,18.574,-110.65,-4.449
0.054848,18.427,-110.59,-7.4491
0.16192,30.331,-89.854,-48.364
0.088905,26.856,-89.647,-48.503
0.041493,23.552,-89.454,-48.815
0.11689,30.106,-89.884,-51.231
0.058831,26.86,-89.691,-51.485
0.022925,23.7,-89.498,-51.961
0.08596,30.148,-89.916,-53.997
0.036984,26.999,-89.746,-54.426
0.08833,30.098,-94.225,-48.329
0.042921,26.662,-93.886,-48.467
0.057593,29.877,-94.265,-51.173
0.023714,26.658,-93.94,-51.436
0.037362,29.898,-94.27,-53.928
0.037122,29.933,-98.693,-48.311
0.086392,19.857,-89.247,-39.552
0.038368,16.463,-89.127,-39.766
0.052658,19.982,-89.245,-42.752
0.028363,20.14,-89.256,-45.958
0.041868,19.744,-93.347,-39.543
0.020025,19.853,-93.345,-42.738
0.33481,30.259,-89.679,-39.262
0.19876,26.726,-89.532,-39.291
0.13558,23.273,-89.384,-39.389
0.27635,30.093,-89.725,-42.382
0.15654,26.719,-89.56,-42.412
0.10169,23.338,-89.395,-42.545
0.21203,30.299,-89.796,-45.465
0.12205,26.806,-89.603,-45.495
0.068701,23.44,-89.419,-45.687
0.22299,30.073,-93.92,-39.26
0.13399,26.591,-93.713,-39.283
0.087016,23.152,-93.518,-39.379
0.15707,29.893,-93.996,-42.37
0.10023,26.563,-93.756,-42.395
0.054706,23.198,-93.534,-42.528
0.12121,30.075,-94.12,-45.441
0.069117,26.629,-93.821,-45.469
0.029919,23.281,-93.567,-45.662
0.12872,29.988,-98.145,-39.242
0.079605,26.45,-97.86,-39.26
0.038838,23.002,-97.611,-39.357
0.090208,29.758,-98.258,-42.333
0.049581,26.385,-97.912,-42.357
0.060882,29.936,-98.499,-45.407
0.027,26.412,-98.001,-45.419
0.031239,72.902,-91.741,-156.87
0.042996,9.0953,-89.093,-30.405
0.18225,19.573,-89.332,-29.904
0.14926,16.053,-89.238,-30.018
0.10277,12.563,-89.158,-30.186
0.15327,19.657,-89.291,-33.132
0.11249,16.176,-89.189,-33.28
0.05688,12.713,-89.103,-33.481
0.12217,19.751,-89.262,-36.347
0.071446,16.309,-89.152,-36.528
0.026254,12.88,-89.059,-36.76
0.1424,19.506,-93.45,-29.908
0.10669,15.988,-93.337,-30.021
0.050902,12.5,-93.245,-30.187
0.1119,19.576,-93.401,-33.133
0.063038,16.098,-93.279,-33.28
0.020117,12.64,-93.181,-33.482
0.075163,19.654,-93.366,-36.344
0.030058,16.218,-93.235,-36.526
0.096892,19.421,-97.54,-29.91
0.04898,15.904,-97.407,-30.02
0.059186,19.473,-97.479,-33.129
0.028915,19.532,-97.433,-36.334
0.1755,30.403,-89.637,-29.861
0.32766,26.719,-89.541,-29.83
0.27337,23.126,-89.435,-29.842
0.27521,30.155,-89.63,-33.034
0.33238,26.67,-89.522,-33.005
0.20557,23.159,-89.404,-33.039
0.33802,30.274,-89.646,-36.208
0.26247,26.709,-89.519,-36.17
0.16778,23.214,-89.387,-36.224
0.30992,30.288,-93.855,-29.882
0.30067,26.648,-93.719,-29.843
0.18341,23.059,-93.579,-29.85
0.33882,30.029,-93.849,-33.048
0.22077,26.581,-93.696,-33.012
0.1502,23.076,-93.542,-33.042
0.29417,30.114,-93.871,-36.213
0.16842,26.597,-93.693,-36.17
0.1199,23.112,-93.521,-36.221
0.30799,30.311,-98.079,-29.911
0.18098,26.593,-97.886,-29.857
0.13075,22.98,-97.702,-29.855
0.22773,30.014,-98.067,-33.064
0.14254,26.503,-97.853,-33.016
0.10107,22.976,-97.652,-33.04
0.16788,30.07,-98.087,-36.217
0.11096,26.489,-97.842,-36.161
0.068569,22.989,-97.621,-36.21
0.057896,85.547,-90.315,-185.76
0.097202,85.765,-90.502,-181.49
0.029723,85.154,-94.722,-182.27
0.021167,-1.5531,-89.235,-20.848
0.20688,8.5501,-89.317,-20.271
0.15718,5.1606,-89.281,-20.476
0.074921,1.8006,-89.255,-20.688
0.15082,8.7654,-89.237,-23.681
0.080931,5.3343,-89.196,-23.889
0.023846,1.924,-89.165,-24.112
0.091109,8.9369,-89.162,-27.055
0.031528,5.4879,-89.116,-27.286
0.16632,8.5193,-93.434,-20.272
0.092778,5.132,-93.397,-20.476
0.028789,1.7751,-93.371,-20.688
0.094889,8.7256,-93.341,-23.683
0.031289,5.2979,-93.298,-23.89
0.039628,8.8882,-93.253,-27.057
0.089078,8.481,-97.535,-20.271
0.028457,5.0984,-97.497,-20.474
0.031068,8.6772,-97.424,-23.682
0.27826,19.21,-89.502,-20.158
0.27614,15.569,-89.428,-20.128
0.22285,12.012,-89.365,-20.151
0.30581,19.359,-89.44,-23.415
0.21062,15.769,-89.36,-23.444
0.18567,12.238,-89.292,-23.529
0.22569,19.478,-89.382,-26.666
0.17757,15.924,-89.295,-26.741
0.15024,12.412,-89.221,-26.87
0.29045,19.181,-93.653,-20.166
0.20691,15.538,-93.562,-20.132
0.19172,11.979,-93.488,-20.154
0.20895,19.318,-93.579,-23.423
0.1726,15.727,-93.481,-23.449
0.15386,12.196,-93.402,-23.531
0.16884,19.425,-93.51,-26.672
0.14521,15.87,-93.405,-26.745
0.10137,12.36,-93.319,-26.873
0.1916,19.14,-97.789,-20.172
0.16732,15.494,-97.678,-20.135
0.15017,11.937,-97.594,-20.154
0.15538,19.263,-97.7,-23.429
0.13702,15.67,-97.581,-23.451
0.090299,12.143,-97.49,-23.532
0.12931,19.355,-97.615,-26.677
0.093788,15.801,-97.49,-26.746
0.039003,12.295,-97.392,-26.872
0.13526,22.906,-89.584,-20.216
0.27738,22.994,-89.528,-23.429
0.33352,23.074,-89.477,-26.642
0.051709,26.649,-89.665,-20.286
0.12176,26.654,-89.615,-23.477
0.23529,26.716,-89.572,-26.669
0.050012,30.294,-89.687,-23.554
0.10101,30.447,-89.656,-26.766
0.28985,22.884,-93.758,-20.229
0.3149,22.958,-93.691,-23.441
0.23964,23.023,-93.63,-26.653
0.15968,26.627,-93.867,-20.307
0.27777,26.618,-93.808,-23.496
0.33815,26.663,-93.757,-26.687
0.073157,30.417,-93.966,-20.384
0.13867,30.229,-93.916,-23.583
0.22342,30.353,-93.878,-26.79
0.28604,22.854,-97.924,-20.242
0.20529,22.913,-97.842,-23.453
0.16039,22.962,-97.766,-26.662
0.31516,26.628,-98.074,-20.331
0.31597,26.602,-98.001,-23.518
0.24371,26.628,-97.936,-26.705
0.19404,30.505,-98.222,-20.424
0.29331,30.287,-98.162,-23.62
0.3372,30.399,-98.111,-26.827
0.048051,22.788,-89.644,-17.017
0.024845,22.582,-93.961,-10.707
0.069896,22.656,-93.898,-13.848
0.16725,22.777,-93.829,-17.029
0.032254,26.486,-94.002,-13.982
0.077924,26.577,-93.933,-17.148
0.032993,30.407,-94.025,-17.278
0.14431,22.592,-98.167,-10.717
0.24817,22.654,-98.092,-13.86
0.31492,22.762,-98.009,-17.042
0.07806,26.541,-98.311,-10.862
0.1414,26.519,-98.233,-14.003
0.23528,26.595,-98.152,-17.171
0.037106,30.512,-98.448,-10.96
0.072666,30.332,-98.371,-14.125
0.11983,30.513,-98.292,-17.319
0.021508,97.882,-89.644,-201.97
0.0288,97.909,-89.658,-197.97
0.026769,97.922,-89.687,-193.97
0.026031,93.669,-89.756,-201.89
0.045753,93.737,-89.791,-197.88
0.051464,93.766,-89.86,-193.9
0.032796,89.591,-89.891,-197.74
0.074432,89.605,-89.969,-193.8
0.023095,97.896,-93.83,-197.98
0.029625,97.906,-93.853,-194
0.025729,93.699,-93.975,-197.91
0.049262,93.716,-94.03,-193.96
0.023363,89.524,-94.155,-193.89
0.022904,97.894,-98.018,-194.01
0.021375,93.678,-98.199,-193.99
0.025939,22.896,-98.282,-1.5122
0.021643,26.685,-98.455,-4.6458
0.040098,22.704,-98.268,-4.5552
0.040292,26.58,-98.386,-7.7627
0.075186,22.602,-98.228,-7.6227
0.21854,-10.302,-89.48,-9.7097
0.20981,-10.306,-93.639,-9.7106
0.19647,-10.31,-97.797,-9.7103
0.37123,-1.3243,-89.535,-10.576
0.41393,-6.5074,-89.52,-9.4313
0.26285,-1.5239,-89.435,-13.949
0.14348,-4.5895,-89.421,-13.776
0.066661,-7.7539,-89.402,-13.575
0.084623,-1.5796,-89.333,-17.388
0.027186,-4.8479,-89.317,-17.389
0.40305,-1.3275,-93.695,-10.576
0.38094,-6.5102,-93.68,-9.4314
0.18076,-1.5335,-93.581,-13.948
0.087264,-4.598,-93.569,-13.775
0.045761,-7.7618,-93.551,-13.576
0.037846,-1.5957,-93.465,-17.388
0.35081,-1.3309,-97.853,-10.575
0.38102,-3.9249,-97.848,-10.088
0.33,-6.514,-97.839,-9.4301
0.08623,-1.5439,-97.721,-13.946
0.041922,-4.6065,-97.711,-13.774
0.028113,-7.7692,-97.695,-13.575
0.051321,6.4474,-89.549,-9.2906
0.10258,3.8936,-89.543,-10.015
0.2147,1.3113,-89.539,-10.553
0.20239,7.679,-89.476,-13.186
0.30189,4.5716,-89.458,-13.559
0.35783,1.5265,-89.446,-13.879
0.27106,8.2337,-89.398,-16.796
0.25864,4.9311,-89.37,-17.038
0.17878,1.6744,-89.35,-17.273
0.084893,6.4432,-93.709,-9.2909
0.14752,3.8897,-93.702,-10.015
0.2689,1.3077,-93.698,-10.553
0.25621,7.6662,-93.622,-13.187
0.33068,4.5596,-93.603,-13.559
0.30263,1.5155,-93.591,-13.879
0.24066,8.2119,-93.529,-16.797
0.19794,4.9108,-93.5,-17.038
0.10625,1.656,-93.48,-17.272
0.16412,6.4388,-97.865,-9.2898
0.20994,3.8859,-97.859,-10.014
0.29904,1.3035,-97.856,-10.552
0.27406,7.6492,-97.759,-13.187
0.26673,4.5448,-97.741,-13.558
0.17829,1.5029,-97.73,-13.877
0.17505,8.1839,-97.648,-16.796
0.1036,4.8863,-97.618,-17.036
0.037865,1.6352,-97.6,-17.27
0.032579,10.03,-89.568,-9.3851
0.1432,11.134,-89.508,-13.181
0.25885,11.679,-89.439,-16.717
0.021126,14.491,-89.611,-10.178
0.081204,14.933,-89.559,-13.46
0.23815,15.298,-89.495,-16.794
0.033662,18.797,-89.626,-13.675
0.12591,19.019,-89.565,-16.905
0.078114,10.025,-93.73,-9.3858
0.22836,11.12,-93.658,-13.182
0.23448,11.657,-93.575,-16.719
0.073829,14.486,-93.78,-10.18
0.21199,14.92,-93.717,-13.463
0.27057,15.276,-93.642,-16.798
0.045539,18.597,-93.86,-10.513
0.13949,18.789,-93.8,-13.682
0.27394,19.001,-93.728,-16.912
0.19481,10.016,-97.887,-9.3851
0.25198,11.101,-97.798,-13.182
0.19839,11.626,-97.698,-16.719
0.25804,14.475,-97.944,-10.181
0.27122,14.899,-97.867,-13.464
0.20621,15.244,-97.775,-16.8
0.22358,18.592,-98.04,-10.517
0.2974,18.773,-97.967,-13.687
0.26753,18.973,-97.88,-16.918
0.020429,10.785,-89.59,-1.2806
0.023595,10.786,-93.758,-1.2805
0.021937,10.421,-93.769,-3.8082
0.025002,9.6128,-93.766,-6.1642
0.021655,14.323,-93.817,-7.1143
0.034229,10.786,-97.926,-1.2805
0.043566,10.42,-97.937,-3.809
0.075891,9.6101,-97.933,-6.1645
0.044127,14.681,-97.958,-1.4177
0.070155,14.519,-97.997,-4.2509
0.14529,14.319,-97.99,-7.1149
0.040466,18.726,-98.076,-1.4789
0.062427,18.631,-98.107,-4.4467
0.11875,18.539,-98.09,-7.4448
0.0214,26.489,-76.967,-70.437
0.033504,21.76,-76.804,-59.274
0.025709,22.941,-76.834,-62.832
0.029362,25.429,-76.883,-66.426
0.10634,20.55,-76.77,-49.15
0.055004,17.353,-76.693,-49.489
0.02141,14.155,-76.62,-49.782
0.074145,20.784,-76.774,-52.434
0.033871,17.66,-76.693,-52.839
0.049532,21.139,-76.785,-55.802
0.068341,20.503,-80.959,-49.178
0.02919,17.305,-80.862,-49.52
0.042864,20.744,-80.974,-52.462
0.025938,21.109,-81,-55.828
0.036011,20.435,-85.133,-49.19
0.28276,30.497,-76.968,-48.386
0.32327,27.061,-76.915,-48.501
0.17434,23.77,-76.846,-48.794
0.33662,30.244,-76.967,-51.288
0.25419,27.043,-76.919,-51.501
0.13571,23.897,-76.852,-51.949
0.34743,30.249,-76.972,-54.094
0.18901,27.139,-76.929,-54.456
0.10159,24.152,-76.864,-55.142
0.34208,30.403,-81.244,-48.396
0.21811,27.007,-81.156,-48.52
0.12686,23.723,-81.059,-48.819
0.31212,30.171,-81.253,-51.296
0.16238,26.999,-81.173,-51.516
0.091471,23.858,-81.077,-51.972
0.24995,30.179,-81.265,-54.117
0.12487,27.105,-81.195,-54.471
0.062418,24.124,-81.105,-55.164
0.26963,30.422,-85.549,-48.387
0.14353,26.962,-85.405,-48.52
0.080849,23.66,-85.265,-48.826
0.19607,30.19,-85.569,-51.271
0.1073,26.961,-85.435,-51.51
0.051842,23.803,-85.297,-51.977
0.14845,30.22,-85.587,-54.058
0.075905,27.085,-85.473,-54.459
0.031855,24.086,-85.343,-55.166
0.04432,61.754,-78.735,-139.5
0.10727,61.606,-78.802,-134.96
0.17705,61.59,-78.82,-130.11
0.025255,56.654,-78.567,-131.13
0.041806,61.527,-83.272,-135.19
0.10382,61.445,-83.291,-130.38
0.038087,61.436,-87.759,-130.71
0.043576,9.861,-76.613,-40.273
0.023021,10.165,-76.586,-43.539
0.021135,9.8152,-80.744,-40.304
0.21846,20.05,-76.797,-39.504
0.15469,16.653,-76.732,-39.715
0.095845,13.261,-76.67,-39.97
0.17879,20.193,-76.781,-42.709
0.11765,16.854,-76.712,-42.953
0.063236,13.517,-76.646,-43.227
0.14225,20.36,-76.772,-45.919
0.083372,17.087,-76.699,-46.204
0.038381,13.816,-76.63,-46.491
0.17232,20.002,-80.963,-39.532
0.1169,16.606,-80.883,-39.745
0.061403,13.214,-80.809,-40
0.13722,20.143,-80.953,-42.738
0.080522,16.804,-80.867,-42.984
0.034716,13.467,-80.789,-43.259
0.10126,20.31,-80.952,-45.948
0.050356,17.037,-80.86,-46.235
0.13033,19.941,-85.116,-39.548
0.076793,16.544,-85.017,-39.761
0.03085,13.155,-84.93,-40.018
0.094602,20.076,-85.111,-42.752
0.044912,16.738,-85.004,-43
0.061335,20.241,-85.116,-45.961
0.024013,16.968,-85.002,-46.25
0.13416,30.417,-76.975,-39.204
0.24724,26.904,-76.925,-39.241
0.35576,23.462,-76.863,-39.342
0.18255,30.265,-76.968,-42.344
0.32552,26.916,-76.917,-42.375
0.29513,23.546,-76.851,-42.506
0.22751,30.477,-76.968,-45.455
0.35516,27.014,-76.914,-45.475
0.2255,23.66,-76.846,-45.657
0.1952,30.31,-81.212,-39.231
0.34588,26.846,-81.133,-39.269
0.26416,23.414,-81.048,-39.37
0.26718,30.168,-81.219,-42.368
0.34353,26.857,-81.135,-42.401
0.20183,23.496,-81.045,-42.534
0.32298,30.375,-81.232,-45.471
0.28528,26.956,-81.144,-45.497
0.16299,23.609,-81.048,-45.683
0.30506,30.334,-85.459,-39.251
0.31229,26.807,-85.341,-39.286
0.18487,23.357,-85.225,-39.386
0.34947,30.178,-85.484,-42.38
0.23856,26.812,-85.355,-42.413
0.14989,23.433,-85.229,-42.547
0.32992,30.391,-85.519,-45.474
0.18137,26.908,-85.378,-45.504
0.11512,23.544,-85.243,-45.693
0.14151,74.729,-78.427,-164.64
0.17956,74.477,-78.594,-160.14
0.1767,74.336,-78.721,-155.33
0.022529,69.721,-78.395,-160.52
0.057694,69.377,-78.515,-156.43
0.075252,74.574,-82.817,-164.85
0.12366,74.346,-83.048,-160.41
0.16325,74.141,-83.173,-155.68
0.048185,74.294,-87.552,-160.65
0.096007,74.066,-87.617,-156.13
0.059797,74.158,-78.24,-169.09
0.027856,73.976,-82.571,-169.26
0.1581,9.2171,-76.734,-30.358
0.09396,5.7586,-76.694,-30.622
0.035736,2.3071,-76.658,-30.916
0.11459,9.4016,-76.688,-33.682
0.053378,5.9467,-76.643,-33.982
0.074669,9.6108,-76.647,-36.987
0.026315,6.1687,-76.599,-37.323
0.12482,9.1834,-80.869,-30.382
0.060206,5.7255,-80.825,-30.646
0.078889,9.3632,-80.82,-33.709
0.028035,5.9094,-80.772,-34.009
0.043316,9.5683,-80.778,-37.016
0.084661,9.1434,-84.99,-30.397
0.030038,5.6872,-84.942,-30.66
0.043494,9.3171,-84.936,-33.725
0.34019,19.692,-76.881,-29.851
0.28885,16.178,-76.829,-29.969
0.21003,12.688,-76.78,-30.138
0.35592,19.802,-76.847,-33.079
0.22942,16.324,-76.791,-33.229
0.17249,12.859,-76.737,-33.431
0.28306,19.921,-76.819,-36.296
0.19175,16.479,-76.758,-36.477
0.13352,13.045,-76.7,-36.707
0.3398,19.661,-81.042,-29.877
0.22412,16.145,-80.979,-29.994
0.17697,12.654,-80.92,-30.163
0.26373,19.765,-81.008,-33.106
0.18904,16.286,-80.939,-33.256
0.13903,12.82,-80.876,-33.457
0.20784,19.878,-80.982,-36.324
0.15411,16.436,-80.907,-36.505
0.098111,13.002,-80.838,-36.735
0.24404,19.623,-85.194,-29.894
0.18372,16.105,-85.117,-30.01
0.14478,12.614,-85.048,-30.178
0.19569,19.719,-85.158,-33.123
0.15222,16.238,-85.074,-33.272
0.10072,12.772,-84.999,-33.474
0.16356,19.824,-85.132,-36.341
0.11538,16.381,-85.04,-36.522
0.059605,12.948,-84.96,-36.752
0.04662,26.809,-76.98,-29.759
0.1325,23.233,-76.932,-29.782
0.042523,30.254,-76.995,-32.952
0.10182,26.791,-76.955,-32.938
0.25157,23.295,-76.903,-32.981
0.084214,30.406,-76.983,-36.136
0.16769,26.86,-76.937,-36.111
0.34457,23.379,-76.88,-36.171
0.037108,30.377,-81.229,-29.802
0.096912,26.769,-81.172,-29.788
0.26555,23.202,-81.108,-29.809
0.085468,30.166,-81.214,-32.982
0.18365,26.745,-81.151,-32.968
0.35116,23.257,-81.08,-33.009
0.13742,30.303,-81.209,-36.163
0.28111,26.807,-81.138,-36.139
0.33683,23.335,-81.06,-36.199
0.084414,30.43,-85.445,-29.834
0.20231,26.757,-85.362,-29.812
0.3469,23.172,-85.278,-29.829
0.15054,30.198,-85.437,-33.011
0.31309,26.723,-85.344,-32.99
0.30732,23.217,-85.25,-33.028
0.22508,30.334,-85.441,-36.191
0.35356,26.776,-85.336,-36.16
0.23301,23.286,-85.232,-36.216
0.13867,85.842,-77.519,-189.44
0.11602,86.089,-77.653,-185.24
0.077992,86.764,-77.83,-180.55
0.043342,81.696,-77.542,-189.47
0.099941,81.809,-77.67,-185.41
0.14519,81.844,-77.828,-181.42
0.12817,85.75,-81.744,-189.51
0.14095,85.973,-81.898,-185.32
0.10265,86.597,-82.087,-180.65
0.040342,81.682,-81.91,-185.51
0.092471,81.697,-82.093,-181.54
0.074897,85.629,-85.957,-189.62
0.12097,85.808,-86.123,-185.46
