E1_Z05_X,E1_Z05_Y,E1_Z06_X,E1_Z06_Y,E1_Z07_X,E1_Z07_Y,E1_Z08_X,E1_Z08_Y,E1_Z09_X,E1_Z09_Y,MEAN_X,MEAN_Y
1.48737417172872E-05,0.504966287082008,1.43922010384267E-05,0.427228508173248,2.91709957721352E-05,0.937719210392349,4.14246624122025E-05,1.24173474479296,2.49488884420578E-05,0.685635146602523,0.000174021283738164,5.33332903579497
1.60901855819403E-05,0.54626478166751,1.58138104877748E-05,0.469428591581502,3.04055087998826E-05,0.977403374438068,4.28177801967159E-05,1.28349447573309,2.63877178092198E-05,0.725176466705072,0.000179459448854981,5.49999556816356
1.49339019023747E-05,0.507008736512097,1.44617577252858E-05,0.429293279189227,3.16856881688397E-05,1.01855551049802,4.42369078124651E-05,1.32603387050802,2.80816047363052E-05,0.771727174335896,0.000184897613971799,5.66666210053215
1.62113472449994E-05,0.550378242576982,1.57735489591532E-05,0.468233439237268,3.0452296699171E-05,0.978907399611544,4.55971944792089E-05,1.36680946452896,2.97200491805279E-05,0.816754234331922,0.000190335779088617,5.83332863290075
1.74081904718689E-05,0.591011291878162,1.72321676264747E-05,0.511532131047476,3.18432420079312E-05,1.02362017345094,4.69885356586083E-05,1.40851594042319,2.82641626171613E-05,0.776744155340677,0.000195773944205434,5.99999516526934
1.85614026502158E-05,0.630163058998115,1.88498559208982E-05,0.559552760753149,3.32460537276866E-05,1.06871440021144,4.84211623754962E-05,1.45145998069024,2.99360541409183E-05,0.822690394294643,0.000201212109322252,6.16666169763793
1.97531289777761E-05,0.6706223886197,2.01958220260838E-05,0.599507392406422,3.4645807258437E-05,1.11371031964635,4.97619982280502E-05,1.49165252223983,3.13583539920766E-05,0.86177745699992,0.00020665027443907,6.33332823000652
2.09542054775334E-05,0.711399158319752,1.88779149729088E-05,0.560385685953348,3.58686179340249E-05,1.15301830454096,5.12990729510029E-05,1.5377274683635,3.29144068794569E-05,0.904540265933795,0.000212088439555887,6.49999476237512
1.96466052159453E-05,0.667005887169011,2.03667291937621E-05,0.60458072442064,3.72936844109542E-05,1.19882792386082,5.26796881003444E-05,1.57911242361228,3.44260900529615E-05,0.946083724540761,0.000217526604672705,6.66666129474371
2.10564134525609E-05,0.714869138008846,2.1709202541596E-05,0.644431674537726,3.85201387737687E-05,1.23825303727361,5.42607274790475E-05,1.62650524265052,3.58555710066181E-05,0.985368135367402,0.000222964769789522,6.8333278271123
2.23797404024227E-05,0.75979633314029,2.30340574989156E-05,0.683759627604137,3.9899449235377E-05,1.28259180195098,5.55601042782215E-05,1.66545501856075,3.76801538522724E-05,1.03551057477002,0.00022840293490634,6.99999435948089
2.12229961319601E-05,0.720524650838588,2.15917060897162E-05,0.640943824853149,4.11135709526759E-05,1.3216204750535,5.72041526365188E-05,1.71473657813759,3.9091874591241E-05,1.07430690664158,0.000233841100023158,7.16666089184949
1.99854262634945E-05,0.678508924509462,2.02123779672141E-05,0.599998850940917,4.2523442903586E-05,1.36694165719239,5.8592238682578E-05,1.75634547901414,4.06619306105198E-05,1.11745454391819,0.000239279265139975,7.33332742421808
2.13576089740915E-05,0.725094781769773,1.8807239295955E-05,0.558287698025826,4.38641471647285E-05,1.41003940232762,6.00024606440976E-05,1.79861792024889,3.90655494573439E-05,1.07358345008035,0.000244717430256793,7.49999395658667
2.26790956072899E-05,0.769959497809525,2.02175189509114E-05,0.600151459620416,4.50772862432537E-05,1.44903648791554,6.14371569193256E-05,1.84162399705039,4.05981032190333E-05,1.11570046565451,0.00025015559537361,7.66666048895527
2.15177424186219E-05,0.730531341880817,2.1847331118173E-05,0.64853198313886,4.6434754300451E-05,1.49267311536121,6.27981250578989E-05,1.88242001869099,4.20625571692951E-05,1.15594599006784,0.000255593760490428,7.83332702132386
2.02697481116464E-05,0.68816170393286,2.04853531345916E-05,0.608102043302924,4.76548262412616E-05,1.53189306197858,6.42068876269164E-05,1.92464871356136,4.36209163606195E-05,1.1987721799033,0.000261031925607246,7.99999355369245
2.16124381830953E-05,0.733746280629749,2.21855134278227E-05,0.658570831488495,4.88849173582082E-05,1.57143508104108,6.55702003445595E-05,1.96551501568521,4.21832424478355E-05,1.15926261352532,0.000266470090724063,8.16666008606104
2.2926534808835E-05,0.778360104547072,2.35678342475346E-05,0.699604642789876,5.0228021068241E-05,1.61460995790456,6.71105199413799E-05,2.01168722929132,4.39420002923165E-05,1.20759607717199,0.000271908255840881,8.33332661842964
2.40804318101504E-05,0.817535121533691,2.20651466004396E-05,0.654997775500802,5.16201116438187E-05,1.65935954703488,6.87246285189673E-05,2.06007132190539,4.54923087945382E-05,1.25020102126273,0.000277346420957699,8.49999315079823
2.28310013200389E-05,0.775116724902172,2.07040593435723E-05,0.614594276641075,5.28704612733653E-05,1.69955278817383,7.00383878026781E-05,2.09945222337527,4.40217490191385E-05,1.2097876990606,0.000282784586074516,8.66665968316682
