time,sum_RF1,avg_U1
0.0,0.0,0.0
0.0011406249832361937,426.411169052124,0.005703125149011612
0.0026171875651925802,845.899730682373,0.01308593712747097
0.003566406201571226,1094.3177032470703,0.017832031473517418
0.0049902345053851604,1448.213752746582,0.02495117112994194
0.0064140623435378075,1784.8516998291016,0.03207031264901161
0.007837890647351742,2268.688247680664,0.039189454168081284
0.009261718951165676,2818.7012329101562,0.04630859196186066
0.01068554725497961,3339.294906616211,0.05342773348093033
0.012821288779377937,4073.390350341797,0.06410644203424454
0.014957031235098839,4763.961822509766,0.07478515803813934
0.01709277369081974,5416.842956542969,0.08546386659145355
0.019228516146540642,6036.347625732422,0.09614257514476776
0.021364258602261543,6625.997253417969,0.10682129114866257
0.023499999195337296,7188.951965332031,0.11749999970197678
0.025635741651058197,7728.414459228516,0.12817871570587158
0.0277714841067791,8247.152618408203,0.1388574242591858
0.0299072265625,8747.359008789062,0.1495361328125
0.0320429690182209,9234.222229003906,0.1602148413658142
0.035246580839157104,9946.277404785156,0.17623290419578552
0.038450196385383606,10652.990417480469,0.19225098192691803
0.03925110027194023,10839.523071289062,0.19625549018383026
0.04045245423913002,11116.6279296875,0.2022622674703598
0.0422544851899147,11523.373291015625,0.2112724334001541
0.04495753347873688,12126.339111328125,0.2247876673936844
0.04901210963726044,13042.67333984375,0.245060533285141
0.05026210844516754,13331.641784667969,0.2513105273246765
0.0521371066570282,13755.493957519531,0.260685533285141
0.05389492213726044,14144.636840820312,0.269474595785141
0.05547695234417915,14506.986328125,0.27738475799560547
0.05607021227478981,14643.62548828125,0.28035107254981995
0.05829494446516037,15144.179382324219,0.29147472977638245
0.060297202318906784,15578.179016113281,0.3014860153198242
0.06330058723688126,16200.633056640625,0.31650295853614807
0.06780567020177841,17068.266479492188,0.33902835845947266
0.07231075316667557,17890.328491210938,0.36155375838279724
0.07681583613157272,18677.216552734375,0.3840791583061218
0.08132091164588928,19429.23828125,0.4066045880317688
0.08582599461078644,20145.12060546875,0.4291299879550934
0.09082599729299545,20896.88330078125,0.45412999391555786
0.09582599997520447,21599.0703125,0.47912997007369995
0.10082599520683289,22200.289794921875,0.5041300058364868
0.1058259978890419,22726.713256835938,0.5291299819946289
0.11082599312067032,23188.596435546875,0.554129958152771
0.11582599580287933,23593.320922851562,0.5791299939155579
0.12082599848508835,23932.25439453125,0.6041299700737
0.12582600116729736,24223.344360351562,0.6291300058364868
0.13082599639892578,24482.093017578125,0.6541299819946289
0.1358259916305542,24717.539916992188,0.679129958152771
0.1408260017633438,24930.744995117188,0.7041299939155579
0.14582599699497223,25136.3662109375,0.7291299700737
0.15082599222660065,25320.619506835938,0.7541300058364868
0.15582600235939026,25486.8544921875,0.7791299819946289
0.16082599759101868,25636.27734375,0.804129958152771
