time,sum_RF1,avg_U1
0.0,0.0,0.0
0.0011406249832361937,609.8622856140137,0.005703125149011612
0.0026171875651925802,1216.6890563964844,0.01308593712747097
0.003566406201571226,1575.9497833251953,0.017832031473517418
0.0049902345053851604,2089.1332092285156,0.02495117112994194
0.0064140623435378075,2578.6539916992188,0.03207031264901161
0.007837890647351742,3047.363800048828,0.039189454168081284
0.009261718951165676,3496.9156188964844,0.04630859196186066
0.01068554725497961,3928.1796875,0.05342773348093033
0.01210937462747097,4341.552947998047,0.060546875
0.013533202931284904,4738.825500488281,0.06766601651906967
0.014957031235098839,5121.383819580078,0.07478515803813934
0.016380859538912773,5516.1468505859375,0.08190429955720901
0.017804687842726707,6025.039367675781,0.08902344107627869
0.01994043029844761,6796.4112548828125,0.0997021496295929
0.023144042119383812,7881.697692871094,0.11572021245956421
0.026347655802965164,8892.723754882812,0.13173827528953552
0.02714855968952179,9137.570922851562,0.13574279844760895
0.028249802067875862,9467.814575195312,0.14124900102615356
0.02937607280910015,9798.094787597656,0.1468803584575653
0.030051834881305695,9992.629089355469,0.15025916695594788
0.03174123913049698,10467.608764648438,0.1587062031030655
0.03212135657668114,10572.595153808594,0.1606067717075348
0.03354679048061371,10958.994934082031,0.16773395240306854
0.03482968360185623,11297.714904785156,0.17414842545986176
0.036754023283720016,11816.997009277344,0.1837701052427292
0.037475649267435074,12016.00048828125,0.18737824261188507
0.03855808824300766,12311.580444335938,0.1927904486656189
0.04018174856901169,12741.653259277344,0.20090875029563904
0.04261723905801773,13357.925537109375,0.21308620274066925
0.04322611168026924,13508.330078125,0.2161305695772171
0.04474829509854317,13877.83447265625,0.22374147176742554
0.04611825942993164,14216.651489257812,0.2305912971496582
0.04740259796380997,14527.016845703125,0.23701299726963043
0.04855850711464882,14799.508911132812,0.2427925318479538
0.04971441254019737,15066.075439453125,0.24857206642627716
0.050870321691036224,15326.87109375,0.25435158610343933
0.052604179829359055,15706.81494140625,0.26302090287208557
0.05433804169297218,16074.6787109375,0.2716901898384094
0.05607189983129501,16431.072143554688,0.28035950660705566
0.057697393000125885,16756.341064453125,0.28848695755004883
0.05916033685207367,17042.52978515625,0.29580169916152954
0.061354756355285645,17458.673583984375,0.3067737817764282
0.062451962381601334,17661.979125976562,0.31225982308387756
0.06327486783266068,17811.8154296875,0.31637436151504517
0.06450922787189484,18032.444213867188,0.3225461542606354
0.06636077165603638,18354.59423828125,0.3318038284778595
0.06821230798959732,18673.358276367188,0.341061532497406
0.07006384432315826,18985.077270507812,0.3503192365169525
0.07168394327163696,19250.454833984375,0.3584197163581848
0.07237827032804489,19361.82421875,0.36189135909080505
0.07307259738445282,19471.900024414062,0.3653630018234253
0.07430937141180038,19665.0,0.37154683470726013
0.07518812268972397,19799.651489257812,0.37594062089920044
0.07650626450777054,19997.91943359375,0.3825313150882721
0.07749486714601517,20144.124633789062,0.38747432827949524
0.07897777110338211,20358.8857421875,0.39488884806632996
0.07934849709272385,20412.02783203125,0.39674246311187744
0.08008994907140732,20517.449340820312,0.4004497230052948
0.08116737008094788,20668.765380859375,0.4058368504047394
0.08234036713838577,20830.886108398438,0.41170185804367065
0.0830744132399559,20931.120239257812,0.4153720438480377
0.08409737795591354,21076.733276367188,0.4204868972301483
0.08543610572814941,21264.384033203125,0.42718052864074707
0.08638731390237808,21394.3623046875,0.4319365620613098
0.0872790664434433,21514.42724609375,0.4363953173160553
0.08823212236166,21640.833251953125,0.4411606192588806
0.08958647400140762,21816.84423828125,0.4479323625564575
0.09026364982128143,21903.46533203125,0.45131823420524597
0.09127940982580185,22031.633911132812,0.45639705657958984
0.09280305355787277,22219.793090820312,0.46401527523994446
0.09337441623210907,22289.38818359375,0.46687209606170654
0.09423147141933441,22392.499389648438,0.47115734219551086
0.09551704674959183,22544.307373046875,0.47758522629737854
0.09680261462926865,22693.093994140625,0.48401308059692383
0.09808818995952606,22839.115234375,0.4904409646987915
0.09937376528978348,22982.586303710938,0.4968688189983368
0.10001654922962189,23053.542846679688,0.5000827312469482
0.10107206553220749,23168.82861328125,0.5053603053092957
0.10244489461183548,23316.138793945312,0.5122244358062744
0.1037319153547287,23451.884887695312,0.5186595916748047
0.10489024221897125,23572.25830078125,0.5244511961936951
0.10604856163263321,23690.756469726562,0.5302428007125854
0.10706209391355515,23793.114135742188,0.5353105068206787
0.10869099199771881,23954.710693359375,0.5434549450874329
0.1090574860572815,23990.645874023438,0.5452874302864075
0.11043186485767365,24123.876953125,0.552159309387207
0.11120495200157166,24197.873779296875,0.5560247898101807
0.11294440180063248,24361.6865234375,0.5647220015525818
0.11398806422948837,24458.20751953125,0.5699403285980225
0.11503173410892487,24553.457885742188,0.5751586556434631
0.1165972352027893,24694.299560546875,0.5829861760139465
0.11718430370092392,24746.52197265625,0.5859215259552002
0.11806489527225494,24824.253540039062,0.5903244614601135
0.11938578635454178,24939.660766601562,0.5969289541244507
0.12136712670326233,25110.083618164062,0.6068356037139893
0.1223577931523323,25194.244750976562,0.6117889881134033
0.12310079485177994,25256.764526367188,0.6155039668083191
0.12421529740095139,25349.493408203125,0.6210764646530151
0.12588705122470856,25486.218139648438,0.6294352412223816
0.12651395797729492,25536.650146484375,0.6325697898864746
0.12745432555675507,25611.511108398438,0.6372715830802917
0.12833590805530548,25681.463745117188,0.641679584980011
0.12927810847759247,25755.555541992188,0.6463905572891235
0.13095174729824066,25885.550659179688,0.6547587513923645
0.13245803117752075,26000.662841796875,0.6622901558876038
0.13396430015563965,26113.75,0.6698215007781982
0.13547058403491974,26224.946044921875,0.6773529052734375
0.13603544235229492,26266.273071289062,0.6801772117614746
0.1370415836572647,26339.256958007812,0.6852079033851624
0.13802456855773926,26409.747802734375,0.6901227831840515
0.13935032486915588,26503.760009765625,0.6967516541481018
0.1401137411594391,26557.28369140625,0.700568675994873
0.14147357642650604,26651.543212890625,0.7073678374290466
0.14243976771831512,26717.458740234375,0.7121988534927368
0.14388905465602875,26814.459228515625,0.7194452881813049
0.14533835649490356,26909.083251953125,0.7266917824745178
0.1467876434326172,27002.199951171875,0.7339382171630859
0.148236945271492,27093.986572265625,0.7411847114562988
0.14968623220920563,27184.21875,0.7484312057495117
0.15113553404808044,27272.51171875,0.7556776404380798
0.15258482098579407,27358.783203125,0.7629241347312927
0.15312831103801727,27390.5712890625,0.7656415700912476
0.1551663726568222,27507.03173828125,0.7758318781852722
0.15638922154903412,27575.07470703125,0.7819461226463318
0.15715350210666656,27616.8955078125,0.7857674956321716
0.15887311100959778,27709.48583984375,0.7943655848503113
0.16042077541351318,27791.304931640625,0.8021038770675659
0.16100114583969116,27821.56494140625,0.8050057291984558
0.16317754983901978,27934.295654296875,0.8158877491950989
0.16513630747795105,28034.68408203125,0.8256815075874329
0.1661156713962555,28084.33251953125,0.8305783867835999
0.1679520159959793,28177.17529296875,0.8397600650787354
0.16960471868515015,28260.614990234375,0.848023533821106
0.17001788318157196,28281.43115234375,0.850089430809021
0.17105083167552948,28333.545166015625,0.8552541136741638
0.17215478420257568,28388.189453125,0.8607738614082336
